V1,game_id,play_id,rusher_name,blocker_name,beat_time,beat_dist,rusher_won,sack,hit,outcome_score,before_rusher_elo,before_blocker_elo,after_rusher_elo,after_blocker_elo,rusher_n,blocker_n
377,1069714,0316741d-2cff-4fbb-a647-2f109dcd9b15,Mykal Walker,Will Hernandez,NA,NA,0,0,0,0,750,1100,749.4817784165954,1100.5182215834047,1,1
378,1069714,0316741d-2cff-4fbb-a647-2f109dcd9b15,Ta'Quon Graham,Nate Solder,NA,NA,0,0,0,0,750,1100,749.4817784165954,1100.5182215834047,1,1
379,1069714,0316741d-2cff-4fbb-a647-2f109dcd9b15,Adetokunbo Ogundeji,Andrew Thomas,NA,NA,0,0,0,0,750,1100,749.4817784165954,1100.5182215834047,1,1
382,1069714,0316741d-2cff-4fbb-a647-2f109dcd9b15,Marlon Davidson,Ben Bredeson,NA,NA,0,0,0,0,750,1100,749.4817784165954,1100.5182215834047,1,1
383,1069714,0316741d-2cff-4fbb-a647-2f109dcd9b15,Marlon Davidson,Billy Price,NA,NA,0,0,0,0,749.4817784165954,1100,748.9653489247376,1100.5164294918577,2,1
605,1069714,04e4f11e-83fb-4219-a25a-73c2a59f09a3,Deion Jones,Andrew Thomas,NA,NA,0,0,0,0,750,1100.5182215834047,749.4835705081422,1101.0346510752624,1,2
606,1069714,04e4f11e-83fb-4219-a25a-73c2a59f09a3,Tyeler Davison,Nate Solder,0.878399999999999,5.56044962210791,1,0,0,0.25,750,1100.5182215834047,751.2335705081422,1099.2846510752624,1,2
607,1069714,04e4f11e-83fb-4219-a25a-73c2a59f09a3,Foyesade Oluokun,Will Hernandez,NA,NA,0,0,0,0,750,1100.5182215834047,749.4835705081422,1101.0346510752624,1,2
608,1069714,04e4f11e-83fb-4219-a25a-73c2a59f09a3,Deion Jones,Ben Bredeson,NA,NA,0,0,0,0,749.4835705081422,1100.5182215834047,748.968921234766,1101.032870856781,2,2
1160,1069714,08df852f-7fdf-4208-b013-94397c8b798c,Deion Jones,Nate Solder,NA,NA,0,0,0,0,748.968921234766,1099.2846510752624,748.4517921746119,1099.8017801354165,3,3
1161,1069714,08df852f-7fdf-4208-b013-94397c8b798c,Tyeler Davison,Andrew Thomas,NA,NA,0,0,0,0,751.2335705081422,1101.0346510752624,750.7146595117132,1101.5535620716914,2,3
1162,1069714,08df852f-7fdf-4208-b013-94397c8b798c,Foyesade Oluokun,Ben Bredeson,NA,NA,0,0,0,0,749.4835705081422,1101.032870856781,748.9706896944359,1101.5457516704873,2,3
1163,1069714,08df852f-7fdf-4208-b013-94397c8b798c,Deion Jones,Billy Price,NA,NA,0,0,0,0,748.4517921746119,1100.5164294918577,747.9406765745123,1101.0275450919573,4,2
1164,1069714,08df852f-7fdf-4208-b013-94397c8b798c,Grady Jarrett,Will Hernandez,NA,NA,0,0,0,0,750,1101.0346510752624,749.4853507266238,1101.5493003486388,1,3
1586,1069714,0ccb5f8f-38a9-48b1-a5fa-38e51f9b4853,Foyesade Oluokun,Nate Solder,NA,NA,0,0,0,0,748.9706896944359,1099.8017801354165,748.4553393892176,1100.3171304406349,3,4
1587,1069714,0ccb5f8f-38a9-48b1-a5fa-38e51f9b4853,Grady Jarrett,Billy Price,1.77172800000005,6.09015599143404,1,0,0,0.25,749.4853507266238,1101.0275450919573,750.7224455331823,1099.7904502853987,2,3
1588,1069714,0ccb5f8f-38a9-48b1-a5fa-38e51f9b4853,Adetokunbo Ogundeji,Will Hernandez,NA,NA,0,0,0,0,749.4817784165954,1101.5493003486388,748.9706726815642,1102.06040608367,2,4
1589,1069714,0ccb5f8f-38a9-48b1-a5fa-38e51f9b4853,Jacob Tuioti-Mariner,Ben Bredeson,NA,NA,0,0,0,0,750,1101.5457516704873,749.4871070113586,1102.0586446591287,1,4
1590,1069714,0ccb5f8f-38a9-48b1-a5fa-38e51f9b4853,Jacob Tuioti-Mariner,Andrew Thomas,NA,NA,0,0,0,0,749.4871070113586,1101.5535620716914,748.9759976277628,1102.0646714552872,2,4
1818,1069714,0e256521-459b-4a1c-b77a-3eb9ca60f0da,Azeez Ojulari,Jake Matthews,NA,NA,0,0,0,0,750,1100,749.4817784165954,1100.5182215834047,1,1
1819,1069714,0e256521-459b-4a1c-b77a-3eb9ca60f0da,Lorenzo Carter,Kaleb McGary,NA,NA,0,0,0,0,750,1100,749.4817784165954,1100.5182215834047,1,1
1820,1069714,0e256521-459b-4a1c-b77a-3eb9ca60f0da,Dexter Lawrence,Chris Lindstrom,NA,NA,0,0,0,0,750,1100,749.4817784165954,1100.5182215834047,1,1
1821,1069714,0e256521-459b-4a1c-b77a-3eb9ca60f0da,Lorenzo Carter,Matt Hennessy,NA,NA,0,0,0,0,749.4817784165954,1100,748.9653489247376,1100.5164294918577,2,1
1822,1069714,0e256521-459b-4a1c-b77a-3eb9ca60f0da,Lorenzo Carter,Jalen Mayfield,NA,NA,0,0,0,0,748.9653489247376,1100,748.4506996513613,1100.5146492733763,3,1
1954,1069714,0f1d36c4-ceb1-49c2-98cb-8b2c0203d9c2,Quincy Roche,Jake Matthews,NA,NA,0,0,0,0,750,1100.5182215834047,749.4835705081422,1101.0346510752624,1,2
1956,1069714,0f1d36c4-ceb1-49c2-98cb-8b2c0203d9c2,Oshane Ximines,Kaleb McGary,NA,NA,0,0,0,0,750,1100.5182215834047,749.4835705081422,1101.0346510752624,1,2
1957,1069714,0f1d36c4-ceb1-49c2-98cb-8b2c0203d9c2,Dexter Lawrence,Chris Lindstrom,NA,NA,0,0,0,0,749.4817784165954,1100.5182215834047,748.9671353110093,1101.032864688991,2,2
1958,1069714,0f1d36c4-ceb1-49c2-98cb-8b2c0203d9c2,Oshane Ximines,Jalen Mayfield,NA,NA,0,0,0,0,749.4835705081422,1100.5146492733763,748.9689089398456,1101.029310841673,2,2
1959,1069714,0f1d36c4-ceb1-49c2-98cb-8b2c0203d9c2,Quincy Roche,Matt Hennessy,NA,NA,0,0,0,0,749.4835705081422,1100.5164294918577,748.9689150669077,1101.0310849330922,2,2
1960,1069714,0f1d36c4-ceb1-49c2-98cb-8b2c0203d9c2,Tae Crowder,Jalen Mayfield,NA,NA,0,0,0,0,750,1101.029310841673,749.485332346891,1101.5439784947819,1,3
1990,1069714,0f43967b-1b08-4efb-98df-c2bf96807ad9,Lorenzo Carter,Kaleb McGary,NA,NA,0,0,0,0,748.4506996513613,1101.0346510752624,747.9413572246391,1101.5439935019847,4,3
1991,1069714,0f43967b-1b08-4efb-98df-c2bf96807ad9,Leonard Williams,Chris Lindstrom,NA,NA,0,0,0,0,750,1101.032864688991,749.4853445784015,1101.5475201105894,1,3
1992,1069714,0f43967b-1b08-4efb-98df-c2bf96807ad9,Lorenzo Carter,Jake Matthews,NA,NA,0,0,0,0,747.9413572246391,1101.0346510752624,747.4337484153035,1101.542259884598,5,3
1993,1069714,0f43967b-1b08-4efb-98df-c2bf96807ad9,Lorenzo Carter,Jalen Mayfield,NA,NA,0,0,0,0,747.4337484153035,1101.5439784947819,746.9295846274367,1102.0481422826488,6,4
2619,1069714,134142cb-1f3f-4368-8da8-d1f9a63d8903,Jonathan Bullard,Nate Solder,NA,NA,0,0,0,0,750,1100.3171304406349,749.4828757816318,1100.834254659003,1,5
2620,1069714,134142cb-1f3f-4368-8da8-d1f9a63d8903,Deion Jones,Ben Bredeson,NA,NA,0,0,0,0,747.9406765745123,1102.0586446591287,747.4365389174218,1102.5627823162192,5,5
2621,1069714,134142cb-1f3f-4368-8da8-d1f9a63d8903,Brandon Copeland,Billy Price,NA,NA,0,0,0,0,750,1099.7904502853987,749.4810521375055,1100.3093981478933,1,4
2780,1069714,14008040-e3fe-4763-8fef-7e926bc3fe91,Reggie Ragland,Kaleb McGary,NA,NA,0,0,0,0,750,1101.5439935019847,749.4871009792711,1102.0568925227137,1,4
2782,1069714,14008040-e3fe-4763-8fef-7e926bc3fe91,Dexter Lawrence,Matt Hennessy,NA,NA,0,0,0,0,748.9671353110093,1101.0310849330922,748.4560173590412,1101.5422028850603,3,3
2783,1069714,14008040-e3fe-4763-8fef-7e926bc3fe91,Azeez Ojulari,Jake Matthews,NA,NA,0,0,0,0,749.4817784165954,1101.542259884598,748.9706486036354,1102.053389697558,2,4
2784,1069714,14008040-e3fe-4763-8fef-7e926bc3fe91,Leonard Williams,Jalen Mayfield,NA,NA,0,0,0,0,749.4853445784015,1102.0481422826488,748.975930034191,1102.5575568268591,2,5
2786,1069714,14008040-e3fe-4763-8fef-7e926bc3fe91,Reggie Ragland,Chris Lindstrom,NA,NA,0,0,0,0,749.4871009792711,1101.5475201105894,748.975970953119,1102.0586501367413,2,4
2787,1069714,14008040-e3fe-4763-8fef-7e926bc3fe91,Leonard Williams,Kaleb McGary,NA,NA,0,0,0,0,748.975930034191,1102.0568925227137,748.4682793176818,1102.564543239223,3,5
2852,1069714,1470ce2a-5365-44bb-ba64-7b8b216c4049,Tae Crowder,Kaleb McGary,NA,NA,0,0,0,0,749.485332346891,1102.564543239223,748.9776756774598,1103.072199908654,2,6
2853,1069714,1470ce2a-5365-44bb-ba64-7b8b216c4049,Reggie Ragland,Jalen Mayfield,NA,NA,0,0,0,0,748.975970953119,1102.5575568268591,748.4700190049546,1103.0635087750236,3,6
2854,1069714,1470ce2a-5365-44bb-ba64-7b8b216c4049,Reggie Ragland,Jake Matthews,NA,NA,0,0,0,0,748.4700190049546,1102.053389697558,747.9640731038392,1102.5593355986734,4,5
2855,1069714,1470ce2a-5365-44bb-ba64-7b8b216c4049,Dexter Lawrence,Matt Hennessy,NA,NA,0,0,0,0,748.4560173590412,1101.5422028850603,747.9483843930074,1102.049835851094,4,4
2856,1069714,1470ce2a-5365-44bb-ba64-7b8b216c4049,Danny Shelton,Chris Lindstrom,NA,NA,0,0,0,0,750,1102.0586501367413,749.4888639238351,1102.5697862129064,1,5
3270,1069714,16e6f6ba-3a21-4a0a-8e93-a8a6bfb39ff1,Oshane Ximines,Kaleb McGary,NA,NA,0,0,0,0,748.9689089398456,1103.072199908654,748.4647217179585,1103.5763871305412,3,7
3271,1069714,16e6f6ba-3a21-4a0a-8e93-a8a6bfb39ff1,Tae Crowder,Matt Hennessy,NA,NA,0,0,0,0,748.9776756774598,1102.049835851094,748.4699950450183,1102.5575164835357,3,5
3272,1069714,16e6f6ba-3a21-4a0a-8e93-a8a6bfb39ff1,Dexter Lawrence,Chris Lindstrom,NA,NA,0,0,0,0,747.9483843930074,1102.5697862129064,747.4459441189508,1103.072226486963,5,6
3273,1069714,16e6f6ba-3a21-4a0a-8e93-a8a6bfb39ff1,Tae Crowder,Jake Matthews,NA,NA,0,0,0,0,748.4699950450183,1102.5593355986734,747.9657607082448,1103.063569935447,4,6
3274,1069714,16e6f6ba-3a21-4a0a-8e93-a8a6bfb39ff1,Dexter Lawrence,Jalen Mayfield,NA,NA,0,0,0,0,747.4459441189508,1103.0635087750236,746.9468469880517,1103.5626059059227,6,7
3364,1069714,175efca3-18b0-4ab4-bae5-7264927367a4,Grady Jarrett,Andrew Thomas,1.073411,2.74781731561617,1,0,0,0.25,750.7224455331823,1102.0646714552872,751.9588538354144,1100.828263153055,3,5
3366,1069714,175efca3-18b0-4ab4-bae5-7264927367a4,Steven Means,Ben Bredeson,NA,NA,0,0,0,0,750,1102.5627823162192,749.4905854033251,1103.0721969128942,1,6
3367,1069714,175efca3-18b0-4ab4-bae5-7264927367a4,Foyesade Oluokun,Billy Price,NA,NA,0,0,0,0,748.4553393892176,1100.3093981478933,747.9435031594189,1100.821234377692,4,5
3368,1069714,175efca3-18b0-4ab4-bae5-7264927367a4,Marlon Davidson,Billy Price,NA,NA,0,0,0,0,748.9653489247376,1100.821234377692,748.453518950168,1101.3330643522615,3,6
3369,1069714,175efca3-18b0-4ab4-bae5-7264927367a4,Deion Jones,Will Hernandez,NA,NA,0,0,0,0,747.4365389174218,1102.06040608367,746.9341069425669,1102.5628380585247,6,5
3370,1069714,175efca3-18b0-4ab4-bae5-7264927367a4,Dante Fowler Jr.,Nate Solder,NA,NA,0,0,0,0,750,1100.834254659003,749.4846605985897,1101.3495940604132,1,6
3512,1069714,18b5b0ec-b08a-4503-a666-9e9c3e45ce54,Dexter Lawrence,Jake Matthews,NA,NA,0,0,0,0,746.9468469880517,1103.063569935447,746.4494173087685,1103.5609996147302,7,7
3513,1069714,18b5b0ec-b08a-4503-a666-9e9c3e45ce54,Dexter Lawrence,Matt Hennessy,2.48622600000004,12.5625793529832,1,0,0,0.25,746.4494173087685,1102.5575164835357,747.7019588652647,1101.3049749270394,8,6
3514,1069714,18b5b0ec-b08a-4503-a666-9e9c3e45ce54,Danny Shelton,Chris Lindstrom,1.04469900000004,3.250384592629,1,0,0,0.25,749.4888639238351,1103.072226486963,750.7329179951768,1101.8281724156213,2,7
3515,1069714,18b5b0ec-b08a-4503-a666-9e9c3e45ce54,Lorenzo Carter,Chris Lindstrom,2.06990400000007,6.24711933614205,1,0,0,0.25,746.9295846274367,1101.8281724156213,748.1780766644779,1100.5796803785802,7,8
3516,1069714,18b5b0ec-b08a-4503-a666-9e9c3e45ce54,Lorenzo Carter,Kaleb McGary,1.55561300000005,5.08497787605805,1,0,0,0.25,748.1780766644779,1103.5763871305412,749.4282454791212,1102.326218315898,8,8
3548,1069714,18d89660-c700-4a5b-a430-f0572cc9dc1a,Dexter Lawrence,Kaleb McGary,NA,NA,0,0,0,0,747.7019588652647,1102.326218315898,747.1995282109621,1102.8286489702007,9,9
3549,1069714,18d89660-c700-4a5b-a430-f0572cc9dc1a,Leonard Williams,Jake Matthews,NA,NA,0,0,0,0,748.4682793176818,1103.5609996147302,747.9674233658111,1104.061855566601,4,8
3550,1069714,18d89660-c700-4a5b-a430-f0572cc9dc1a,Dexter Lawrence,Matt Hennessy,NA,NA,0,0,0,0,747.1995282109621,1101.3049749270394,746.6953482693409,1101.8091548686605,10,7
3551,1069714,18d89660-c700-4a5b-a430-f0572cc9dc1a,Azeez Ojulari,Chris Lindstrom,NA,NA,0,0,0,0,748.9706486036354,1100.5796803785802,748.457972678757,1101.0923563034585,3,9
3552,1069714,18d89660-c700-4a5b-a430-f0572cc9dc1a,Lorenzo Carter,Jalen Mayfield,NA,NA,0,0,0,0,749.4282454791212,1103.5626059059227,748.9241631738547,1104.0666882111893,9,8
3965,1069714,1bcb006c-c282-41f2-a19c-33ade3530b8b,Deion Jones,Billy Price,NA,NA,0,0,0,0,746.9341069425669,1101.3330643522615,746.4309173235284,1101.8362539713,7,7
3966,1069714,1bcb006c-c282-41f2-a19c-33ade3530b8b,Steven Means,Andrew Thomas,NA,NA,0,0,0,0,749.4905854033251,1100.828263153055,748.9769780815568,1101.3418704748233,2,6
3967,1069714,1bcb006c-c282-41f2-a19c-33ade3530b8b,Adetokunbo Ogundeji,Nate Solder,NA,NA,0,0,0,0,748.9706726815642,1101.3495940604132,748.4606308677253,1101.859635874252,3,7
3968,1069714,1bcb006c-c282-41f2-a19c-33ade3530b8b,Tyeler Davison,Will Hernandez,NA,NA,0,0,0,0,750.7146595117132,1102.5628380585247,750.2028031455699,1103.074694424668,3,6
3969,1069714,1bcb006c-c282-41f2-a19c-33ade3530b8b,Foyesade Oluokun,Ben Bredeson,NA,NA,0,0,0,0,747.9435031594189,1103.0721969128942,747.4427679416123,1103.5729321307008,5,7
4012,1069714,1c037c1c-d298-43f9-b376-998c6ec8440f,Foyesade Oluokun,Nate Solder,NA,NA,0,0,0,0,747.4427679416123,1101.859635874252,746.9396386956158,1102.3627651202485,6,8
4014,1069714,1c037c1c-d298-43f9-b376-998c6ec8440f,Brandon Copeland,Ben Bredeson,NA,NA,0,0,0,0,749.4810521375055,1103.5729321307008,748.9768263775105,1104.0771578906956,2,8
4015,1069714,1c037c1c-d298-43f9-b376-998c6ec8440f,Jonathan Bullard,Will Hernandez,NA,NA,0,0,0,0,749.4828757816318,1103.074694424668,748.9769585016599,1103.58061170464,2,7
4016,1069714,1c037c1c-d298-43f9-b376-998c6ec8440f,Deion Jones,Andrew Thomas,NA,NA,0,0,0,0,746.4309173235284,1101.3418704748233,745.9294509140744,1101.8433368842773,8,7
4130,1069714,1ce0e6f1-dde7-401d-8d63-7c69141ee695,Grady Jarrett,Ben Bredeson,NA,NA,0,0,0,0,751.9588538354144,1104.0771578906956,751.4479217409922,1104.5880899851177,4,9
4131,1069714,1ce0e6f1-dde7-401d-8d63-7c69141ee695,Dante Fowler Jr.,Billy Price,1.89564199999998,4.22536388965495,1,0,0,0.25,749.4846605985897,1101.8362539713,750.7245254981681,1100.5963890717217,2,8
4133,1069714,1ce0e6f1-dde7-401d-8d63-7c69141ee695,Steven Means,Will Hernandez,3.41512799999998,3.60922429339048,1,0,0,0.25,748.9769780815568,1103.58061170464,750.2244779899122,1102.3331117962846,3,8
4135,1069714,1ce0e6f1-dde7-401d-8d63-7c69141ee695,Foyesade Oluokun,Andrew Thomas,NA,NA,0,0,0,0,746.9396386956158,1101.8433368842773,746.4381479064199,1102.3448276734732,7,8
5160,1069714,243adcf0-1b86-45eb-9571-38663cc8ac00,Adetokunbo Ogundeji,Will Hernandez,NA,NA,0,0,0,0,748.4606308677253,1102.3331117962846,747.9556636062164,1102.8380790577935,4,9
5161,1069714,243adcf0-1b86-45eb-9571-38663cc8ac00,Foyesade Oluokun,Nate Solder,NA,NA,0,0,0,0,746.4381479064199,1102.3627651202485,745.9400771026513,1102.860835924017,8,9
5162,1069714,243adcf0-1b86-45eb-9571-38663cc8ac00,Steven Means,Andrew Thomas,2.39949600000011,4.31018561085251,1,0,0,0.25,750.2244779899122,1102.3448276734732,751.4635528890202,1101.1057527743653,4,9
5163,1069714,243adcf0-1b86-45eb-9571-38663cc8ac00,Grady Jarrett,Billy Price,1.121443,4.60017390975602,1,0,0,0.25,751.4479217409922,1100.5963890717217,752.6767429953642,1099.3675678173497,5,9
5164,1069714,243adcf0-1b86-45eb-9571-38663cc8ac00,Adetokunbo Ogundeji,Ben Bredeson,NA,NA,0,0,0,0,747.9556636062164,1104.5880899851177,747.4599512434927,1105.0838023478414,5,10
6204,1069714,2b1ca3d1-4864-4ea0-bcfd-022f4bf20916,Tae Crowder,Chris Lindstrom,NA,NA,0,0,0,0,747.9657607082448,1101.0923563034585,747.45826505636,1101.5998519553434,5,10
6205,1069714,2b1ca3d1-4864-4ea0-bcfd-022f4bf20916,Austin Johnson,Kaleb McGary,1.967536,5.42000922508441,1,0,0,0.25,750,1102.8286489702007,751.2414911151445,1101.5871578550561,1,10
6206,1069714,2b1ca3d1-4864-4ea0-bcfd-022f4bf20916,Azeez Ojulari,Matt Hennessy,NA,NA,0,0,0,0,748.457972678757,1101.8091548686605,747.9512395524308,1102.3158879949867,4,8
6207,1069714,2b1ca3d1-4864-4ea0-bcfd-022f4bf20916,Azeez Ojulari,Jalen Mayfield,NA,NA,0,0,0,0,747.9512395524308,1104.0666882111893,747.4538056229097,1104.5641221407104,5,9
6208,1069714,2b1ca3d1-4864-4ea0-bcfd-022f4bf20916,Azeez Ojulari,Jake Matthews,2.45601599999998,5.07426842017645,1,0,0,0.25,747.4538056229097,1104.061855566601,748.7080122089867,1102.807648980524,6,9
6566,1069714,2da556b8-277e-45de-84ca-911ca2e2cd4a,Deion Jones,Andrew Thomas,NA,NA,0,0,0,0,745.9294509140744,1101.1057527743653,745.4288754372317,1101.6063282512082,9,10
6567,1069714,2da556b8-277e-45de-84ca-911ca2e2cd4a,Foyesade Oluokun,Ben Bredeson,NA,NA,0,0,0,0,745.9400771026513,1105.0838023478414,745.4526494519721,1105.5712299985205,9,11
6569,1069714,2da556b8-277e-45de-84ca-911ca2e2cd4a,Foyesade Oluokun,Will Hernandez,NA,NA,0,0,0,0,745.4526494519721,1102.8380790577935,744.9594347894626,1103.331293720303,10,10
6570,1069714,2da556b8-277e-45de-84ca-911ca2e2cd4a,Deion Jones,Nate Solder,NA,NA,0,0,0,0,745.4288754372317,1102.860835924017,744.9358147347726,1103.353896626476,10,10
6611,1069714,2e210fb1-4f89-405d-acd9-747a72eac82c,Jonathan Bullard,Andrew Thomas,NA,NA,0,0,0,0,748.9769585016599,1101.6063282512082,748.467770883796,1102.1155158690722,3,11
6612,1069714,2e210fb1-4f89-405d-acd9-747a72eac82c,Brandon Copeland,Nate Solder,2.22785600000003,3.11719425124582,1,0,0,0.25,748.9768263775105,1103.353896626476,750.2235629718497,1102.1071600321368,3,11
6613,1069714,2e210fb1-4f89-405d-acd9-747a72eac82c,Brandon Copeland,Ben Bredeson,NA,NA,0,0,0,0,750.2235629718497,1105.5712299985205,749.7235620926106,1106.0712308777595,4,12
6614,1069714,2e210fb1-4f89-405d-acd9-747a72eac82c,Ta'Quon Graham,Billy Price,1.53067999999996,4.3632671245295,1,0,0,0.25,749.4817784165954,1099.3675678173497,750.7131611062994,1098.1361851276456,2,10
6615,1069714,2e210fb1-4f89-405d-acd9-747a72eac82c,Ta'Quon Graham,Will Hernandez,1.01578499999999,4.96773590280321,1,0,0,0.25,750.7131611062994,1103.331293720303,751.9539351905738,1102.0905196360284,3,11
7393,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Marlon Davidson,Billy Price,NA,NA,0,0,0,0,748.453518950168,1098.1361851276456,747.9341971537783,1098.6555069240353,4,11
7394,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Steven Means,Will Hernandez,NA,NA,0,0,0,0,751.4635528890202,1102.0905196360284,750.9474987302877,1102.6065737947608,5,12
7395,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Deion Jones,Nate Solder,NA,NA,0,0,0,0,744.9358147347726,1102.1071600321368,744.4418911435951,1102.6010836233143,11,12
7396,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Foyesade Oluokun,Andrew Thomas,NA,NA,0,0,0,0,744.9594347894626,1102.1155158690722,744.4654606157028,1102.609490042832,11,12
7397,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Foyesade Oluokun,Will Hernandez,NA,NA,0,0,0,0,744.4654606157028,1102.6065737947608,743.9747408464924,1103.097293563971,12,13
7398,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Dante Fowler Jr.,Nate Solder,2.35409299999992,3.59649829695497,1,0,0,0.25,750.7245254981681,1102.6010836233143,751.9627663090258,1101.3628428124566,3,13
7399,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Foyesade Oluokun,Ben Bredeson,NA,NA,0,0,0,0,743.9747408464924,1106.0712308777595,743.4968903569153,1106.5490813673366,13,13
7400,1069714,333b0b1c-9b10-47eb-afbc-1e9980a99db9,Deion Jones,Andrew Thomas,NA,NA,0,0,0,0,744.4418911435951,1102.609490042832,743.9512586051299,1103.1001225812972,12,13
8296,1069714,3a0a2723-cffd-4b84-b64e-beeee8b1b910,Azeez Ojulari,Chris Lindstrom,NA,NA,0,0,0,0,748.7080122089867,1101.5998519553434,748.1997183739167,1102.1081457904136,7,11
8297,1069714,3a0a2723-cffd-4b84-b64e-beeee8b1b910,Tae Crowder,Kaleb McGary,NA,NA,0,0,0,0,747.45826505636,1101.5871578550561,746.9541642892427,1102.0912586221734,6,11
8298,1069714,3a0a2723-cffd-4b84-b64e-beeee8b1b910,Tae Crowder,Jake Matthews,NA,NA,0,0,0,0,746.9541642892427,1102.807648980524,746.4558558976806,1103.305957372086,7,10
9237,1069714,407c1410-19dd-4bcd-8f51-6ccabf32a538,Carter Coughlin,Chris Lindstrom,2.26870399999999,3.11207326391909,1,0,0,0.25,750,1102.1081457904136,751.2390331755126,1100.869112614901,1,12
9238,1069714,407c1410-19dd-4bcd-8f51-6ccabf32a538,Carter Coughlin,Kaleb McGary,1.32507800000002,4.38600045599633,1,0,0,0.25,751.2390331755126,1102.0912586221734,752.4737556969125,1100.8565361007736,2,12
9239,1069714,407c1410-19dd-4bcd-8f51-6ccabf32a538,Carter Coughlin,Jake Matthews,NA,NA,0,0,0,0,752.4737556969125,1103.305957372086,751.9584092210007,1103.8213038479976,3,11
9240,1069714,407c1410-19dd-4bcd-8f51-6ccabf32a538,Leonard Williams,Jalen Mayfield,NA,NA,0,0,0,0,747.9674233658111,1104.5641221407104,747.4715922052828,1105.0599533012387,5,10
9241,1069714,407c1410-19dd-4bcd-8f51-6ccabf32a538,Carter Coughlin,Matt Hennessy,1.62931900000001,4.52859801704678,1,0,0,0.25,751.9584092210007,1102.3158879949867,753.1914244663527,1101.0828727496346,4,9
10301,1069714,47edd1ea-163d-4cf1-8b07-22d4f57abaf9,Grady Jarrett,Will Hernandez,NA,NA,0,0,0,0,752.6767429953642,1103.097293563971,752.1599761785741,1103.6140603807612,6,14
10302,1069714,47edd1ea-163d-4cf1-8b07-22d4f57abaf9,Dante Fowler Jr.,Nate Solder,1.76014899999996,4.53961452107996,1,0,0,0.25,751.9627663090258,1101.3628428124566,753.1924629512059,1100.1331461702766,4,14
10304,1069714,47edd1ea-163d-4cf1-8b07-22d4f57abaf9,Marlon Davidson,Will Hernandez,NA,NA,0,0,0,0,747.9341971537783,1103.6140603807612,747.4353084144167,1104.112949120123,5,15
10306,1069714,47edd1ea-163d-4cf1-8b07-22d4f57abaf9,Grady Jarrett,Andrew Thomas,NA,NA,0,0,0,0,752.1599761785741,1103.1001225812972,751.6450015547373,1103.6150972051341,7,14
10307,1069714,47edd1ea-163d-4cf1-8b07-22d4f57abaf9,Deion Jones,Ben Bredeson,NA,NA,0,0,0,0,743.9512586051299,1106.5490813673366,743.4750167499897,1107.0253232224768,13,14
10544,1069714,4975c373-9bf3-4eb1-992b-17a5ffb7d826,Deion Jones,Nate Solder,NA,NA,0,0,0,0,743.4750167499897,1100.1331461702766,742.9793898361488,1100.6287730841175,14,15
10545,1069714,4975c373-9bf3-4eb1-992b-17a5ffb7d826,Deion Jones,Andrew Thomas,NA,NA,0,0,0,0,742.9793898361488,1103.6150972051341,742.4968233567794,1104.0976636845035,15,15
10546,1069714,4975c373-9bf3-4eb1-992b-17a5ffb7d826,Steven Means,Ben Bredeson,NA,NA,0,0,0,0,750.9474987302877,1107.0253232224768,750.4499392947276,1107.522882658037,6,15
10547,1069714,4975c373-9bf3-4eb1-992b-17a5ffb7d826,Adetokunbo Ogundeji,Billy Price,NA,NA,0,0,0,0,747.4599512434927,1098.6555069240353,746.9458554797179,1099.16960268781,6,12
10548,1069714,4975c373-9bf3-4eb1-992b-17a5ffb7d826,Deion Jones,Will Hernandez,NA,NA,0,0,0,0,742.4968233567794,1104.112949120123,742.0174267919671,1104.5923456849353,16,16
10834,1069714,4bf89c4a-2ca5-407b-856a-3b6344c1c639,Austin Johnson,Jake Matthews,NA,NA,0,0,0,0,751.2414911151445,1103.8213038479976,750.7321345794927,1104.3306603836495,2,12
10836,1069714,4bf89c4a-2ca5-407b-856a-3b6344c1c639,Oshane Ximines,Chris Lindstrom,NA,NA,0,0,0,0,748.4647217179585,1100.869112614901,747.9547668324363,1101.3790675004232,4,13
10837,1069714,4bf89c4a-2ca5-407b-856a-3b6344c1c639,Danny Shelton,Kaleb McGary,2.36943399999996,4.69920205992464,1,0,0,0.25,750.7329179951768,1100.8565361007736,751.965124421519,1099.6243296744312,3,13
10838,1069714,4bf89c4a-2ca5-407b-856a-3b6344c1c639,Oshane Ximines,Jalen Mayfield,2.36943399999996,4.69595570677578,1,0,0,0.25,747.9547668324363,1105.0599533012387,749.2106239694668,1103.8040961642082,5,11
12450,1069714,58a6b38a-4475-433d-8ed6-a160785b6f56,Oshane Ximines,Jake Matthews,NA,NA,0,0,0,0,749.2106239694668,1104.3306603836495,748.7098596983648,1104.8314246547516,6,13
12451,1069714,58a6b38a-4475-433d-8ed6-a160785b6f56,Reggie Ragland,Matt Hennessy,NA,NA,0,0,0,0,747.9640731038392,1101.0828727496346,747.4565509638425,1101.5903948896312,5,10
