V1,game_id,play_id,rusher_name,blocker_name,beat_time,beat_dist,rusher_won,sack,hit,outcome_score,before_rusher_elo,before_blocker_elo,after_rusher_elo,after_blocker_elo,rusher_n,blocker_n
29598,1069800,cf1f82dc-177d-4e0d-8d4c-b1114df2295c,Isaiah Simmons,Laken Tomlinson,NA,NA,0,0,0,0,759.7489247478122,1108.9466976621159,759.2279176506754,1109.4677047592527,13,26
29599,1069800,cf1f82dc-177d-4e0d-8d4c-b1114df2295c,Zach Allen,Daniel Brunskill,1.40022599999998,5.38882176361401,1,0,0,0.25,743.9790116748902,1105.3547529321952,745.2488396823491,1104.0849249247365,13,29
29600,1069800,cf1f82dc-177d-4e0d-8d4c-b1114df2295c,Zach Allen,Mike Mcglinchey,1.40022599999998,5.38882176361401,1,0,0,0.25,745.2488396823491,1105.450716236483,746.5148643444173,1104.1846915744147,14,22
29905,1069800,d1442f92-a853-4d9d-93d0-214c69b9ab0d,D.J. Jones,Kelvin Beachum,1.100006,6.1523491448389,1,0,0,0.25,761.4033579110018,1102.3621077366897,762.6029367178894,1101.162528929802,6,30
29906,1069800,d1442f92-a853-4d9d-93d0-214c69b9ab0d,Javon Kinlaw,Justin Pugh,2.350006,5.12316308543853,1,0,0,0.25,739.4905025392679,1105.2549533707281,740.7743060032461,1103.97114990675,26,29
29907,1069800,d1442f92-a853-4d9d-93d0-214c69b9ab0d,Fred Warner,D.J. Humphries,NA,NA,0,0,0,0,738.576867380645,1106.744043697023,738.1181612140232,1107.2027498636448,28,32
29908,1069800,d1442f92-a853-4d9d-93d0-214c69b9ab0d,Nick Bosa,Josh Jones,2.350006,3.55223873071617,1,0,0,0.25,753.3958996449595,1113.4334069663118,754.6613895266576,1112.1679170846137,15,32
30153,1069800,d2b22816-e75e-4803-8712-8383f4d99fe6,Isaiah Simmons,Alex Mack,NA,NA,0,0,0,0,759.2279176506754,1101.0771730139882,758.6807474347179,1101.6243432299457,14,24
30154,1069800,d2b22816-e75e-4803-8712-8383f4d99fe6,Zaven Collins,Laken Tomlinson,NA,NA,0,0,0,0,746.0047480666144,1109.4677047592527,745.5312703792243,1109.9411824466429,9,27
30160,1069800,d2b22816-e75e-4803-8712-8383f4d99fe6,Tanner Vallejo,Laken Tomlinson,NA,NA,0,0,0,0,750,1109.9411824466429,749.5151762316017,1110.426006215041,1,28
30161,1069800,d2b22816-e75e-4803-8712-8383f4d99fe6,Leki Fotu,Daniel Brunskill,NA,NA,0,0,0,0,744.5010249813034,1104.0849249247365,744.0150361986393,1104.5709137074005,12,30
30162,1069800,d2b22816-e75e-4803-8712-8383f4d99fe6,Tanner Vallejo,Trent Williams,NA,NA,0,0,0,0,749.5151762316017,1101.9975864874264,749.0054875438088,1102.507275175219,2,26
30164,1069800,d2b22816-e75e-4803-8712-8383f4d99fe6,J.J. Watt,Mike Mcglinchey,2.14580600000002,4.40511066830336,1,0,1,0.5,750.8508802191154,1104.1846915744147,753.8440881523342,1101.1914836411959,20,23
30203,1069800,d2f83ade-1758-4200-8473-2825a9cc0935,Leki Fotu,Alex Mack,NA,NA,0,0,0,0,744.0150361986393,1101.6243432299457,743.522561888178,1102.116817540407,13,25
30204,1069800,d2f83ade-1758-4200-8473-2825a9cc0935,Jordan Hicks,Daniel Brunskill,1.20000399999998,4.70090416834889,1,0,0,0.25,740.6280155022478,1104.5709137074005,741.9060648399903,1103.2928643696578,20,31
30205,1069800,d2f83ade-1758-4200-8473-2825a9cc0935,Dennis Gardeck,Mike Mcglinchey,NA,NA,0,0,0,0,747.9795768183175,1101.1914836411959,747.4723709430947,1101.6986895164187,5,24
30206,1069800,d2f83ade-1758-4200-8473-2825a9cc0935,Jordan Hicks,Laken Tomlinson,1.20000399999998,4.70090416834889,1,0,0,0.25,741.9060648399903,1110.426006215041,743.1984489340178,1109.1336221210136,21,29
30208,1069800,d2f83ade-1758-4200-8473-2825a9cc0935,Dennis Gardeck,Daniel Brunskill,2.60000400000001,2.82481857824533,1,0,0,0.25,747.4723709430947,1103.2928643696578,748.7239523227921,1102.0412829899603,6,32
30435,1069800,d4e11ba3-748d-4fa7-91b7-81c4ce511817,Maurice Hurst,Sean Harlow,1.33865000000003,5.1885354388305,1,0,0,0.25,750.7071352228904,1100,751.9364590241069,1098.7706761987836,10,1
30436,1069800,d4e11ba3-748d-4fa7-91b7-81c4ce511817,Marcell Harris,Justin Pugh,NA,NA,0,0,0,0,749.4956936456213,1103.97114990675,748.9927618433035,1104.4740817090678,2,30
30437,1069800,d4e11ba3-748d-4fa7-91b7-81c4ce511817,Marcell Harris,D.J. Humphries,NA,NA,0,0,0,0,748.9927618433035,1107.2027498636448,748.5022688836146,1107.6932428233338,3,33
30438,1069800,d4e11ba3-748d-4fa7-91b7-81c4ce511817,D.J. Jones,Max Garcia,NA,NA,0,0,0,0,762.6029367178894,1094.1693857384314,762.0171368748615,1094.7551855814593,7,10
30439,1069800,d4e11ba3-748d-4fa7-91b7-81c4ce511817,D.J. Jones,Kelvin Beachum,NA,NA,0,0,0,0,762.0171368748615,1101.162528929802,761.4600409682184,1101.719624836445,8,31
30805,1069800,d802c6fe-0bb1-4414-ac65-97850136d433,Markus Golden,Alex Mack,NA,NA,0,0,0,0,750.6430064385235,1102.116817540407,750.1298665761443,1102.6299574027862,10,26
30807,1069800,d802c6fe-0bb1-4414-ac65-97850136d433,Zach Allen,Trent Williams,NA,NA,0,0,0,0,746.5148643444173,1102.507275175219,746.0170198788991,1103.0051196407373,15,27
30808,1069800,d802c6fe-0bb1-4414-ac65-97850136d433,Markus Golden,Daniel Brunskill,NA,NA,0,0,0,0,750.1298665761443,1102.0412829899603,749.6182267250665,1102.552922841038,11,33
30809,1069800,d802c6fe-0bb1-4414-ac65-97850136d433,Markus Golden,Mike Mcglinchey,NA,NA,0,0,0,0,749.6182267250665,1101.6986895164187,749.1071652442065,1102.2097509972787,12,25
31034,1069800,d9e5fc3e-72cb-4948-929f-15b0526bfc5a,Javon Kinlaw,Josh Jones,NA,NA,0,0,0,0,740.7743060032461,1112.1679170846137,740.3254820997438,1112.6167409881161,27,33
31036,1069800,d9e5fc3e-72cb-4948-929f-15b0526bfc5a,Nick Bosa,Justin Pugh,NA,NA,0,0,0,0,754.6613895266576,1104.4740817090678,754.1425187968288,1104.9929524388967,16,31
31932,1069800,e08ae644-bb8c-4bd8-8306-92ce3df700dd,Zach Allen,Mike Mcglinchey,0.763121999999981,5.42059037375082,1,0,0,0.25,746.0170198788991,1102.2097509972787,747.2698436551609,1100.956927221017,16,26
31933,1069800,e08ae644-bb8c-4bd8-8306-92ce3df700dd,Jordan Hicks,Trent Williams,NA,NA,0,0,0,0,743.1984489340178,1103.0051196407373,742.7131868581631,1103.490381716592,22,28
31934,1069800,e08ae644-bb8c-4bd8-8306-92ce3df700dd,Isaiah Simmons,Laken Tomlinson,NA,NA,0,0,0,0,758.6807474347179,1109.1336221210136,758.1640922776959,1109.6502772780357,15,30
31935,1069800,e08ae644-bb8c-4bd8-8306-92ce3df700dd,Isaiah Simmons,Alex Mack,NA,NA,0,0,0,0,758.1640922776959,1102.6299574027862,757.6263730970243,1103.167676583458,16,27
31936,1069800,e08ae644-bb8c-4bd8-8306-92ce3df700dd,Zach Allen,Daniel Brunskill,0.843032999999991,5.10045096045438,1,0,0,0.25,747.2698436551609,1102.552922841038,748.5196262805727,1101.3031402156264,17,34
32205,1069800,e2b96378-9238-448c-a3d3-0c1a4f1cccfa,Dee Ford,Josh Jones,NA,NA,0,0,0,0,748.220119481718,1112.6167409881161,747.7496082239579,1113.0872522458762,8,34
32206,1069800,e2b96378-9238-448c-a3d3-0c1a4f1cccfa,Nick Bosa,Justin Pugh,NA,NA,0,0,0,0,754.1425187968288,1104.9929524388967,753.6272351444285,1105.508236091297,17,32
34147,1069800,f05c247c-4598-4425-a3c0-5ca470fb85e3,Fred Warner,Justin Pugh,NA,NA,0,0,0,0,738.1181612140232,1105.508236091297,737.6570448009077,1105.9693525044127,29,33
34148,1069800,f05c247c-4598-4425-a3c0-5ca470fb85e3,Fred Warner,D.J. Humphries,NA,NA,0,0,0,0,737.6570448009077,1107.6932428233338,737.2040876681419,1108.1461999560995,30,34
34149,1069800,f05c247c-4598-4425-a3c0-5ca470fb85e3,Javon Kinlaw,Rodney Hudson,NA,NA,0,0,0,0,740.3254820997438,1101.7267190122736,739.8453924056473,1102.20680870637,28,22
34150,1069800,f05c247c-4598-4425-a3c0-5ca470fb85e3,Fred Warner,Josh Jones,NA,NA,0,0,0,0,737.2040876681419,1113.0872522458762,736.7686851170552,1113.522654796963,31,35
34336,1069800,f1bc9105-db53-4138-b5bb-ded1bfd32b72,J.J. Watt,Alex Mack,NA,NA,0,0,0,0,753.8440881523342,1103.167676583458,753.3235188236588,1103.6882459121334,21,28
34337,1069800,f1bc9105-db53-4138-b5bb-ded1bfd32b72,Chandler Jones,Laken Tomlinson,NA,NA,0,0,0,0,745.9620325097713,1109.6502772780357,745.4892721890279,1110.123037598779,16,31
34340,1069800,f1bc9105-db53-4138-b5bb-ded1bfd32b72,Zach Allen,Daniel Brunskill,NA,NA,0,0,0,0,748.5196262805727,1101.3031402156264,748.0109637415901,1101.811802754609,18,35
34342,1069800,f1bc9105-db53-4138-b5bb-ded1bfd32b72,Isaiah Simmons,Mike Mcglinchey,NA,NA,0,0,0,0,757.6263730970243,1100.956927221017,757.0845717618307,1101.4987285562106,17,27
34637,1069800,f397f0c2-5ffc-4071-a468-76e1ec647ae7,Jordan Hicks,Laken Tomlinson,NA,NA,0,0,0,0,742.7131868581631,1110.123037598779,742.2521319272889,1110.5840925296532,23,32
34638,1069800,f397f0c2-5ffc-4071-a468-76e1ec647ae7,Zaven Collins,Daniel Brunskill,2.69831799999997,9.66472451754316,1,0,0,0.25,745.5312703792243,1101.811802754609,746.7843867875878,1100.5586863462456,10,36
34640,1069800,f397f0c2-5ffc-4071-a468-76e1ec647ae7,Zach Allen,Mike Mcglinchey,2.34997399999997,9.92405159196585,1,0,0,0.25,748.0109637415901,1101.4987285562106,749.2546938294886,1100.2549984683121,19,28
35351,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,J.J. Watt,Alex Mack,NA,NA,0,0,0,0,753.3235188236588,1103.6882459121334,752.8065591190893,1104.2052056167029,22,29
35352,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,Chandler Jones,Daniel Brunskill,NA,NA,0,0,0,0,745.4892721890279,1100.5586863462456,744.9883380027821,1101.0596205324914,17,37
35353,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,Isaiah Simmons,Mike Mcglinchey,NA,NA,0,0,0,0,757.0845717618307,1100.2549984683121,756.5421923887949,1100.797377841348,18,29
35354,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,Isaiah Simmons,Laken Tomlinson,NA,NA,0,0,0,0,756.5421923887949,1110.5840925296532,756.0377978006198,1111.0884871178282,19,33
35355,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,Zaven Collins,Trent Williams,NA,NA,0,0,0,0,746.7843867875878,1103.490381716592,746.2889189647319,1103.985849539448,11,29
35356,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,J.J. Watt,Laken Tomlinson,NA,NA,0,0,0,0,752.8065591190893,1111.0884871178282,752.3163029591248,1111.5787432777927,23,34
35357,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,J.J. Watt,Daniel Brunskill,NA,NA,0,0,0,0,752.3163029591248,1101.0596205324914,751.793711787379,1101.5822117042371,24,38
35358,1069800,f8d77bad-43ef-4952-9d2a-b5a8463a116d,Rashard Lawrence,Mike Mcglinchey,NA,NA,0,0,0,0,747.9793050273456,1100.797377841348,747.4707601417025,1101.3059227269912,5,30
461,1502043,0407d4c0-5483-4cae-9ffa-e6d40d952ac4,Alex Anzalone,Daniel Brunskill,NA,NA,0,0,0,0,750,1101.5822117042371,749.4872320870993,1102.0949796171378,1,39
462,1502043,0407d4c0-5483-4cae-9ffa-e6d40d952ac4,Jamie Collins Sr.,Alex Mack,NA,NA,0,0,0,0,749.4745507371931,1104.2052056167029,748.9724781250471,1104.7072782288487,2,30
463,1502043,0407d4c0-5483-4cae-9ffa-e6d40d952ac4,Alex Anzalone,Trent Williams,NA,NA,0,0,0,0,749.4872320870993,1103.985849539448,748.9843783186784,1104.488703307869,2,30
724,1502043,0583840b-5aaf-4f22-b4d9-6640c28e039e,Zach Kerr,Halapoulivaati Vaitai,1.95259400000009,5.247418412896,1,0,0,0.25,750,1100,751.2317784165954,1098.7682215834047,1,1
725,1502043,0583840b-5aaf-4f22-b4d9-6640c28e039e,Samson Ebukam,Frank Ragnow,1.45259900000008,5.87727828165385,1,0,0,0.25,748.701660568285,1100,749.9379180922357,1098.7637424760492,7,1
727,1502043,0583840b-5aaf-4f22-b4d9-6640c28e039e,D.J. Jones,Penei Sewell,1.95259400000009,4.88788297732259,1,0,0,0.25,761.4600409682184,1100,762.6507001323381,1098.8093408358804,9,1
728,1502043,0583840b-5aaf-4f22-b4d9-6640c28e039e,D.J. Jones,Jonah Jackson,NA,NA,0,0,0,0,762.6507001323381,1100,762.086920252825,1100.563779879513,10,1
729,1502043,0583840b-5aaf-4f22-b4d9-6640c28e039e,Zach Kerr,Matt Nelson,NA,NA,0,0,0,0,751.2317784165954,1100,750.7092741661911,1100.5225042504044,2,1
815,1502043,06761a9f-f1a3-4e26-8384-6ae86d255664,Dre Greenlaw,Halapoulivaati Vaitai,NA,NA,0,0,0,0,750,1098.7682215834047,749.4774957495957,1099.2907258338091,1,2
816,1502043,06761a9f-f1a3-4e26-8384-6ae86d255664,Zach Kerr,Jonah Jackson,1.10001299999999,3.26119609959291,1,0,0,0.25,750.7092741661911,1100.563779879513,751.9405484129395,1099.3325056327647,3,2
818,1502043,06761a9f-f1a3-4e26-8384-6ae86d255664,Kentavius Street,Penei Sewell,0.85001299999999,3.78502311749875,1,0,0,0.25,747.4524827283701,1098.8093408358804,748.6889412924986,1097.572882271752,13,2
819,1502043,06761a9f-f1a3-4e26-8384-6ae86d255664,Arden Key,Matt Nelson,NA,NA,0,0,0,0,747.0118778168238,1100.5225042504044,746.5056854007869,1101.0286966664414,7,2
820,1502043,06761a9f-f1a3-4e26-8384-6ae86d255664,Arden Key,Halapoulivaati Vaitai,NA,NA,0,0,0,0,746.5056854007869,1099.2907258338091,745.9970280591917,1099.7993831754043,8,3
986,1502043,0796ebac-bd5a-42cd-aca2-a1db15bf31a5,Kevin Givens,Matt Nelson,1.53250400000002,4.24232247713443,1,0,0,0.25,750,1101.0286966664414,751.2353302330166,1099.7933664334248,1,3
987,1502043,0796ebac-bd5a-42cd-aca2-a1db15bf31a5,Azeez Al-Shaair,Halapoulivaati Vaitai,NA,NA,0,0,0,0,743.4701494426398,1099.7993831754043,742.9734280987665,1100.2961045192776,21,4
988,1502043,0796ebac-bd5a-42cd-aca2-a1db15bf31a5,Kevin Givens,Frank Ragnow,1.38250500000004,4.2539981194166,1,0,0,0.25,751.2353302330166,1098.7637424760492,752.4584825583988,1097.540590150667,2,2
989,1502043,0796ebac-bd5a-42cd-aca2-a1db15bf31a5,Kentavius Street,Penei Sewell,1.38250500000004,5.4501100906312,1,0,0,0.25,748.6889412924986,1097.572882271752,749.9168407579336,1096.344982806317,14,3
1035,1502043,082f13b6-35ea-48ef-9322-f4ba247207f7,Arden Key,Penei Sewell,2.5242199999999,6.73344636868818,1,0,0,0.25,745.9970280591917,1096.344982806317,747.2300103879355,1095.1120004775732,9,4
1036,1502043,082f13b6-35ea-48ef-9322-f4ba247207f7,Fred Warner,Matt Nelson,NA,NA,0,0,0,0,736.7686851170552,1099.7933664334248,736.2938089716022,1100.2682425788778,32,4
1037,1502043,082f13b6-35ea-48ef-9322-f4ba247207f7,Samson Ebukam,Halapoulivaati Vaitai,NA,NA,0,0,0,0,749.9379180922357,1100.2961045192776,749.4209357832765,1100.8130868282367,8,5
1038,1502043,082f13b6-35ea-48ef-9322-f4ba247207f7,Fred Warner,Jonah Jackson,NA,NA,0,0,0,0,736.2938089716022,1099.3325056327647,735.8189776058182,1099.8073369985486,33,3
1039,1502043,082f13b6-35ea-48ef-9322-f4ba247207f7,Kevin Givens,Frank Ragnow,NA,NA,0,0,0,0,752.4584825583988,1097.540590150667,751.9229673315706,1098.0761053774952,3,3
1240,1502043,09837439-8bea-49e3-8168-c6d523225cb9,Kentavius Street,Halapoulivaati Vaitai,NA,NA,0,0,0,0,749.9168407579336,1100.8130868282367,749.4017149343831,1101.3282126517872,15,6
1241,1502043,09837439-8bea-49e3-8168-c6d523225cb9,Fred Warner,Frank Ragnow,NA,NA,0,0,0,0,735.8189776058182,1098.0761053774952,735.3416431046379,1098.5534398786754,34,4
1242,1502043,09837439-8bea-49e3-8168-c6d523225cb9,Arik Armstead,Jonah Jackson,1.499996,5.13842388286525,1,0,0,0.25,748.3836370963215,1099.8073369985486,749.6203252059653,1098.5706488889048,18,4
1243,1502043,09837439-8bea-49e3-8168-c6d523225cb9,Dre Greenlaw,Penei Sewell,NA,NA,0,0,0,0,749.4774957495957,1095.1120004775732,748.9439490925643,1095.6455471346048,2,5
1497,1502043,0c3ff3dc-643c-4eaf-af67-4ea85463bc62,Arden Key,Jonah Jackson,NA,NA,0,0,0,0,747.2300103879355,1098.5706488889048,746.7164132370668,1099.0842460397735,10,5
1498,1502043,0c3ff3dc-643c-4eaf-af67-4ea85463bc62,Fred Warner,Matt Nelson,1.29805499999998,4.78628248226115,1,0,0,0.25,735.3416431046379,1100.2682425788778,736.6228080051615,1098.9870776783544,35,5
1499,1502043,0c3ff3dc-643c-4eaf-af67-4ea85463bc62,Fred Warner,Halapoulivaati Vaitai,NA,NA,0,0,0,0,736.6228080051615,1101.3282126517872,736.1532740090166,1101.797746647932,36,7
1500,1502043,0c3ff3dc-643c-4eaf-af67-4ea85463bc62,Azeez Al-Shaair,Frank Ragnow,NA,NA,0,0,0,0,742.9734280987665,1098.5534398786754,742.474205312979,1099.0526626644628,22,5
1501,1502043,0c3ff3dc-643c-4eaf-af67-4ea85463bc62,Arden Key,Penei Sewell,NA,NA,0,0,0,0,746.7164132370668,1095.6455471346048,746.1944702913296,1096.167490080342,11,6
2034,1502043,0f747d6d-1d48-4b37-8f10-ec1cc0e887ad,Kentavius Street,Matt Nelson,NA,NA,0,0,0,0,749.4017149343831,1098.9870776783544,748.8820553516991,1099.5067372610383,16,6
2035,1502043,0f747d6d-1d48-4b37-8f10-ec1cc0e887ad,Kentavius Street,Halapoulivaati Vaitai,2.34481,3.3017116772971,1,0,0,0.25,748.8820553516991,1101.797746647932,750.1238426660287,1100.5559593336025,17,8
2036,1502043,0f747d6d-1d48-4b37-8f10-ec1cc0e887ad,Arik Armstead,Halapoulivaati Vaitai,2.34481,3.50897420908162,1,0,0,0.25,749.6203252059653,1100.5559593336025,750.8553350430208,1099.320949496547,19,9
2037,1502043,0f747d6d-1d48-4b37-8f10-ec1cc0e887ad,Azeez Al-Shaair,Frank Ragnow,NA,NA,0,0,0,0,742.474205312979,1099.0526626644628,741.9783134877788,1099.548554489663,23,6
2038,1502043,0f747d6d-1d48-4b37-8f10-ec1cc0e887ad,Fred Warner,Jonah Jackson,NA,NA,0,0,0,0,736.1532740090166,1099.0842460397735,735.6780983574722,1099.5594216913178,37,6
2039,1502043,0f747d6d-1d48-4b37-8f10-ec1cc0e887ad,Nick Bosa,Penei Sewell,NA,NA,0,0,0,0,753.6272351444285,1096.167490080342,753.0825754486377,1096.7121497761327,18,7
2577,1502043,12e1d3e3-cf50-40c0-a1b2-e49644771e76,Kevin Givens,Halapoulivaati Vaitai,1.53944799999999,5.64490921096168,1,0,0,0.25,751.9229673315706,1099.320949496547,753.1456607979263,1098.0982560301914,4,10
2578,1502043,12e1d3e3-cf50-40c0-a1b2-e49644771e76,Fred Warner,Matt Nelson,NA,NA,0,0,0,0,735.6780983574722,1099.5067372610383,735.2057845724282,1099.9790510460823,38,7
2579,1502043,12e1d3e3-cf50-40c0-a1b2-e49644771e76,Arden Key,Jonah Jackson,NA,NA,0,0,0,0,746.1944702913296,1099.5594216913178,745.6877838804047,1100.0661081022427,12,7
2580,1502043,12e1d3e3-cf50-40c0-a1b2-e49644771e76,Azeez Al-Shaair,Frank Ragnow,NA,NA,0,0,0,0,741.9783134877788,1099.548554489663,741.4857100618335,1100.0411579156082,24,7
2581,1502043,12e1d3e3-cf50-40c0-a1b2-e49644771e76,Fred Warner,Penei Sewell,NA,NA,0,0,0,0,735.2057845724282,1096.7121497761327,734.7260340881406,1097.1919002604204,39,8
3048,1502043,15a44a0e-6b87-44b0-a369-f12073e04efd,Samson Ebukam,Jonah Jackson,NA,NA,0,0,0,0,749.4209357832765,1100.0661081022427,748.9049444364,1100.5820994491191,9,8
3049,1502043,15a44a0e-6b87-44b0-a369-f12073e04efd,Dee Ford,Halapoulivaati Vaitai,NA,NA,0,0,0,0,747.7496082239579,1098.0982560301914,747.2325929480934,1098.6152713060558,9,11
3050,1502043,15a44a0e-6b87-44b0-a369-f12073e04efd,Samson Ebukam,Penei Sewell,NA,NA,0,0,0,0,748.9049444364,1097.1919002604204,748.3807580904768,1097.7160866063437,10,9
3051,1502043,15a44a0e-6b87-44b0-a369-f12073e04efd,Samson Ebukam,Matt Nelson,NA,NA,0,0,0,0,748.3807580904768,1099.9790510460823,747.8680453352026,1100.4917638013565,11,8
3113,1502043,160a7b26-ba40-4aeb-90b0-c1ad8f1167ea,Nick Williams,Alex Mack,2.29869100000019,5.26545344676031,1,0,0,0.25,750,1104.7072782288487,751.2478487408791,1103.4594294879696,1,31
3114,1502043,160a7b26-ba40-4aeb-90b0-c1ad8f1167ea,Alim Mcneill,Daniel Brunskill,NA,NA,0,0,0,0,750,1102.0949796171378,749.4889881584811,1102.6059914586567,1,40
3116,1502043,160a7b26-ba40-4aeb-90b0-c1ad8f1167ea,Michael Brockers,Laken Tomlinson,NA,NA,0,0,0,0,750,1111.5787432777927,749.5204829237094,1112.0582603540834,1,35
3117,1502043,160a7b26-ba40-4aeb-90b0-c1ad8f1167ea,Trey Flowers,Mike Mcglinchey,NA,NA,0,0,0,0,750,1101.3059227269912,749.4862835803532,1101.819639146638,1,31
3118,1502043,160a7b26-ba40-4aeb-90b0-c1ad8f1167ea,Nick Williams,Daniel Brunskill,NA,NA,0,0,0,0,751.2478487408791,1102.6059914586567,750.7343117174573,1103.1195284820785,2,41
3119,1502043,160a7b26-ba40-4aeb-90b0-c1ad8f1167ea,Nick Williams,Mike Mcglinchey,3.067947,3.14014330883162,1,0,0,0.25,750.7343117174573,1101.819639146638,751.9698368291944,1100.5841140349012,3,32
3191,1502043,16bbe8f7-3d88-4fef-b443-d63a6f4ef93a,Samson Ebukam,Penei Sewell,1.23795599999994,4.3226149493102,1,0,0,0.25,747.8680453352026,1097.7160866063437,749.0992971707641,1096.4848347707823,12,10
3193,1502043,16bbe8f7-3d88-4fef-b443-d63a6f4ef93a,Samson Ebukam,Jonah Jackson,1.23795599999994,4.3226149493102,1,0,0,0.25,749.0992971707641,1100.5820994491191,750.3361881687989,1099.3452084510843,13,9
3194,1502043,16bbe8f7-3d88-4fef-b443-d63a6f4ef93a,D.J. Jones,Matt Nelson,NA,NA,0,0,0,0,762.086920252825,1100.4917638013565,761.5270772861396,1101.051606768042,11,9
3195,1502043,16bbe8f7-3d88-4fef-b443-d63a6f4ef93a,Fred Warner,Frank Ragnow,NA,NA,0,0,0,0,734.7260340881406,1100.0411579156082,734.2584242496795,1100.5087677540694,40,8
3707,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Kentavius Street,Jonah Jackson,NA,NA,0,0,0,0,750.1238426660287,1099.3452084510843,749.6029176848232,1099.8661334322899,18,10
3708,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Arden Key,Frank Ragnow,NA,NA,0,0,0,0,745.6877838804047,1100.5087677540694,745.1860150588052,1101.0105365756688,13,9
3710,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Zach Kerr,Matt Nelson,4.13502900000015,3.23817850033008,1,0,0,0.25,751.9405484129395,1101.051606768042,753.169239400021,1099.8229157809606,4,10
3711,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Fred Warner,Halapoulivaati Vaitai,NA,NA,0,0,0,0,734.2584242496795,1098.6152713060558,733.7877869734189,1099.0859085823163,41,12
3712,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Kentavius Street,Halapoulivaati Vaitai,NA,NA,0,0,0,0,749.6029176848232,1099.0859085823163,749.0829025028385,1099.605923764301,19,13
3713,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Kentavius Street,Jonah Jackson,NA,NA,0,0,0,0,749.0829025028385,1099.8661334322899,748.5673872491641,1100.3816486859644,20,11
3714,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Arden Key,Frank Ragnow,4.13502900000015,2.79234668334718,1,0,0,0.25,745.1860150588052,1101.0105365756688,746.4376098981601,1099.7589417363138,14,10
3715,1502043,19cc3548-2279-4646-88f3-4b7fdb6ffe46,Kentavius Street,Penei Sewell,NA,NA,0,0,0,0,748.5673872491641,1096.4848347707823,748.0419060407165,1097.0103159792297,21,11
3721,1502043,19e0acec-7eac-4435-bba4-15ede1ae50f9,Trey Flowers,Trent Williams,NA,NA,0,0,0,0,749.4862835803532,1104.488703307869,748.9851244434612,1104.989862444761,2,31
3722,1502043,19e0acec-7eac-4435-bba4-15ede1ae50f9,Romeo Okwara,Laken Tomlinson,NA,NA,0,0,0,0,750,1112.0582603540834,749.5220266358214,1112.536233718262,1,36
3723,1502043,19e0acec-7eac-4435-bba4-15ede1ae50f9,Alim Mcneill,Trent Williams,NA,NA,0,0,0,0,749.4889881584811,1104.989862444761,748.9895004767621,1105.48935012648,2,32
3725,1502043,19e0acec-7eac-4435-bba4-15ede1ae50f9,Nick Williams,Mike Mcglinchey,3.28679999999986,4.46004484282389,1,0,0,0.25,751.9698368291944,1100.5841140349012,753.1967950607599,1099.3571558033357,4,33
3726,1502043,19e0acec-7eac-4435-bba4-15ede1ae50f9,Michael Brockers,Alex Mack,NA,NA,0,0,0,0,749.5204829237094,1103.4594294879696,749.0157404017721,1103.964172009907,2,32
4668,1502043,20bc2fa3-12fa-4cf2-838a-357e95be23ee,Alex Anzalone,Laken Tomlinson,NA,NA,0,0,0,0,748.9843783186784,1112.536233718262,748.5111838247789,1113.0094282121618,3,37
4669,1502043,20bc2fa3-12fa-4cf2-838a-357e95be23ee,Kevin Strong,Trent Williams,NA,NA,0,0,0,0,750,1105.48935012648,749.5004737327847,1105.9888763936954,1,33
4671,1502043,20bc2fa3-12fa-4cf2-838a-357e95be23ee,Kevin Strong,Mike Mcglinchey,NA,NA,0,0,0,0,749.5004737327847,1099.3571558033357,748.9817555244151,1099.8758740117053,2,34
4672,1502043,20bc2fa3-12fa-4cf2-838a-357e95be23ee,Alex Anzalone,Daniel Brunskill,NA,NA,0,0,0,0,748.5111838247789,1103.1195284820785,748.0086995937238,1103.6220127131335,4,42
4675,1502043,20bc2fa3-12fa-4cf2-838a-357e95be23ee,Trey Flowers,Laken Tomlinson,NA,NA,0,0,0,0,748.9851244434612,1113.0094282121618,748.5134323348655,1113.4811203207576,3,38
4807,1502043,21ca6714-54c3-474f-b604-aed9face2765,Nick Bosa,Frank Ragnow,2.03961499999991,3.48485293807357,1,0,0,0.25,753.0825754486377,1099.7589417363138,754.302723597434,1098.5387935875176,19,11
4808,1502043,21ca6714-54c3-474f-b604-aed9face2765,Fred Warner,Jonah Jackson,NA,NA,0,0,0,0,733.7877869734189,1100.3816486859644,733.3241888320438,1100.8452468273395,42,12
