"play_uuid","game_id","hit_player","hit"
"f62084a9-ec42-4702-bb0e-3f5d67206c4e",1502184,"Micah Parsons",1
"6605aac9-471e-486c-b37c-97ae22cc5665",1502184,"Micah Parsons",1
"a5b65e7b-c422-4bb4-bd6f-6190c12f06ed",1502187,"Kerry Hyder Jr.",1
"cf42e650-ac83-4ee3-acb9-333824d3c5f9",1502187,"Darrell Taylor",1
"fb950620-9e1f-40fd-b772-22c15bd215d0",1502187,"Zach Allen",1
"de632681-acf4-48ce-94d0-e3e438192724",1502188,"B.J. Hill",1
"de632681-acf4-48ce-94d0-e3e438192724",1502188,"Sam Hubbard",1
"cad56824-0fa2-44e1-8fc4-9c1610d328ef",1502188,"Larry Ogunjobi",1
"de03198e-ea5e-4959-8e01-84b0be2c9352",1502199,"Denico Autry",1
"ddcde6d7-df0e-4083-a293-ba873f8837d4",1502200,"Derek Barnett",1
"360332a7-a811-4874-b475-217b9b3f5040",1502200,"Tarell Basham",1
"849ec9f3-33a4-4fc0-b099-406e1b1877d0",1502200,"Javon Hargrave",1
"69383049-d1f3-46a9-9b9c-7c2912c03e74",1502200,"Osa Odighizuwa",1
"2067ab2d-2ebb-4a06-82aa-45081d1cb917",1502202,"T.J. Watt",1
"8a213303-48b4-4443-9dcb-c0beb127b4cd",1502202,"T.J. Watt",1
"a529dca4-abc0-4d09-9460-8b73a8b4bf4c",1502203,"Jarran Reed",1
"2ecad269-fcc1-4d76-84cb-c9e567c8aaa7",1502203,"Jamin Davis",1
"4f485a0f-9096-4436-80f7-543470332a1a",1502203,"Tyrann Mathieu",1
"4f485a0f-9096-4436-80f7-543470332a1a",1502203,"Frank Clark",1
"4f485a0f-9096-4436-80f7-543470332a1a",1502203,"Jarran Reed",1
"aed2ab40-508f-4a7f-8b7c-d7f4744f9667",1502204,"Danielle Hunter",1
"d97f6be2-61a4-45db-9742-de01aedf0967",1502206,"Matthew Judon",1
"4553a043-b5c2-4d66-8842-b2859e81ef70",1502206,"Jayron Kearse",1
"7b42d813-cc25-44b2-b8e9-df74c929bc28",1502207,"Darrell Taylor",1
"e8fa1efb-a250-4161-960b-ca33ce4b5f79",1502208,"Austin Johnson",1
"ff187be4-4ef6-48fe-ba1d-a8a6dcc70978",1502208,"Brian Burns",1
"6e7db0fc-63cb-4742-9e6e-ed861a392206",1502208,"Daquan Jones",1
"a1e3959d-e87f-4bdd-a33b-4e2b9c678054",1502211,"Anthony Nelson",1
"d0b8d9af-2fd3-4c3e-8512-6ba69ef45d8c",1502211,"Ndamukong Suh",1
"95172df7-c621-41ea-aaf6-114a9b93c6ad",1502212,"Josh Allen",1
"304c828a-a3b4-4488-84b4-68126c75f659",1502212,"Malcom Brown",1
"00e06fb8-8192-457b-853e-984822788486",1502212,"Emmanuel Ogbah",1
"86fded6f-cf6a-4ec6-b303-53314a599853",1502213,"Deforest Buckner",1
"86fded6f-cf6a-4ec6-b303-53314a599853",1502213,"Tyquan Lewis",1
"44c55fca-bea0-4a8d-9ea0-a2bce9322783",1502214,"Solomon Thomas",1
"17f40483-aeb4-4796-a2d7-1fc0cd265ed6",1502215,"Deatrich Wise Jr.",1
"40ba524f-f50b-4ffc-ae0b-981a9476c52f",1502217,"Preston Smith",1
"5c93aa3e-a867-4f05-9ed5-862398bf7045",1502218,"Matthew Judon",1
"0ed96756-7a0b-4109-9752-5b77d892eb78",1502221,"Solomon Thomas",1
"81b171ca-110e-420b-98d7-4d37842f167c",1502222,"Takkarist Mckinley",1
"800deee4-52dd-41da-88f5-075dd88556de",1502228,"Azeez Ojulari",1
"eec101e2-91f2-4df6-9b51-039fe61e7385",1502228,"Maxx Crosby",1
"eec101e2-91f2-4df6-9b51-039fe61e7385",1502228,"Solomon Thomas",1
"184569d7-89af-4c48-8150-4432414abe15",1502229,"Haason Reddick",1
"184569d7-89af-4c48-8150-4432414abe15",1502229,"Jermaine Carter Jr.",1
"c8441928-f36e-447e-bf5e-5b13f657e2aa",1502229,"Jonathan Allen",1
"56bea4db-e698-40ad-a898-e082beff64d7",1502244,"Patrick O'Connor",1
"652a55e8-3b45-4f9c-bb4b-037891b5b734",1502262,"Shaquil Barrett",1
"8c127023-d2f3-432b-a9b5-db8f9e025373",1502262,"Kevin Minter",1
