"","play_uuid","player_id","opponent_player_id","rusher_idx","blocker_idx","rusher_id","rusher_name","blocker_id","blocker_name","Engage_start","Engage_end","game_id","qb_id","qb_x","qb_y","qb_name","pass_time","data"
"1","00251daa-ac39-442a-9944-95fb42d138eb",1023725,1023909,6,1,1023725,"Charles Harris",1023909,"Brian O'Neill",1.311038,3.00105000000002,1502104,1023842,25.15,29.6266666666667,"Kirk Cousins",2.312184,
