player_name,final_elo,role
Brandon Shell,975.3252247062142,Blocker
Rashan Gary,743.7175697756492,Rusher
Preston Smith,822.7226777756388,Rusher
Jamarco Jones,1031.3621643969311,Blocker
Al Woods,805.7677008471359,Rusher
Lucas Patrick,1052.393891886068,Blocker
Royce Newman,1058.899779999666,Blocker
L.J. Collier,863.6940754012041,Rusher
Jon Runyan,1023.8073944633323,Blocker
Rasheem Green,828.3589309891826,Rusher
Elgton Jenkins,1039.3611967279026,Blocker
Bryan Mone,852.9798583223892,Rusher
Kerry Hyder Jr.,788.83276886761,Rusher
Poona Ford,835.7230886287665,Rusher
Billy Turner,1051.3186311101924,Blocker
Jordyn Brooks,730.5888428758691,Rusher
Carlos Dunlap,843.3385110153407,Rusher
Darrell Taylor,825.8012594797392,Rusher
Oren Burks,749.7985291628312,Rusher
Tyler Lancaster,819.9778132949938,Rusher
Alton Robinson,816.1814268296052,Rusher
T.J. Slaton,837.1124110511968,Rusher
De'Vondre Campbell,799.6398694126528,Rusher
Evan Brown,993.7243757697892,Blocker
Tommy Kraemer,1030.1601966481785,Blocker
Taylor Decker,995.7377543782316,Blocker
Penei Sewell,1031.8477741427153,Blocker
Nick Williams,771.8173512001486,Rusher
Charles Harris,832.943782381478,Rusher
Larry Borom,1096.6482563919121,Blocker
Austin Bryant,861.2600206756417,Rusher
Julian Okwara,775.4612161802327,Rusher
John Penisini,806.3669527585321,Rusher
Levi Onwuzurike,763.9076346543686,Rusher
Michael Brockers,792.0304195598859,Rusher
Margus Hunt,783.0746429783615,Rusher
Jonah Jackson,1026.4307111937846,Blocker
Cassius Marsh Sr.,821.9620544413935,Rusher
Alim Mcneill,887.4385136587391,Rusher
Jalen Reeves-Maybin,789.5127707953272,Rusher
Alex Anzalone,711.627305434647,Rusher
Caleb Johnson,748.3248506339908,Rusher
Josh Woods,727.4562752625478,Rusher
Jessie Lemonier,786.1067367796135,Rusher
Tristan Wirfs,1140.278419989812,Blocker
Rakeem Nunez-Roches,696.9058042336577,Rusher
Ryan Jensen,1155.3194485042357,Blocker
Ali Marpet,1134.45019938179,Blocker
Trent Harris,769.9247722064301,Rusher
Donovan Smith,1052.6667227855705,Blocker
Alex Cappa,1139.2624926610433,Blocker
Ndamukong Suh,663.9202755881192,Rusher
Joe Tryon-Shoyinka,767.3966610776791,Rusher
Matt Skura,1036.3241953341378,Blocker
William Gholston,719.1575006466982,Rusher
Devin White,750.9170422610825,Rusher
Aaron Stinnie,1129.0210547014942,Blocker
Robert Hainsey,1138.5316011929385,Blocker
Lavonte David,775.3159750505362,Rusher
Jason Pierre-Paul,720.022978530298,Rusher
Steve Mclendon,665.0288631769648,Rusher
Shaquil Barrett,719.8226438256711,Rusher
Anthony Nelson,774.8698650780948,Rusher
Vita Vea,707.7917090946423,Rusher
Colby Gossett,1038.3485557062972,Blocker
Patrick O'Connor,756.9108979035916,Rusher
Vincent Taylor,798.9420095627571,Rusher
Fred Johnson,1123.9308445474041,Blocker
Nathan Landman,746.5258159383955,Rusher
Drew Dalman,1120.449222560135,Blocker
Anthony Rush,756.274128747419,Rusher
DeAngelo Malone,748.8991736985838,Rusher
Greg Gaines,839.1073472735994,Rusher
Andrew Norwell,1034.026148719296,Blocker
Aaron Donald,942.6931178774265,Rusher
Brandon Linder,1081.6043177618396,Blocker
Ernest Jones,781.5494198382781,Rusher
Cam Robinson,1008.6053238812437,Blocker
Ogbonnia Okoronkwo,819.5346749601414,Rusher
Ben Bartch,1037.085873104862,Blocker
Roy Robertson-Harris,838.138370607425,Rusher
Austin Corbett,1059.6304400527354,Blocker
Taven Bryan,837.0579291017135,Rusher
David Edwards,1074.8057336543302,Blocker
Coleman Shelton,1126.4422487535244,Blocker
Dawuane Smoot,875.0637608028334,Rusher
Rob Havenstein,1064.1513669992378,Blocker
Josh Allen,873.0704418187279,Rusher
Andrew Whitworth,1087.5967721807076,Blocker
Malcom Brown,810.170150155305,Rusher
A'Shawn Robinson,826.5746794838284,Rusher
Leonard Floyd,809.6758206460494,Rusher
Jawaan Taylor,1003.4359917917097,Blocker
Jay Tufele,775.9971595765378,Rusher
Von Miller,806.1640335754335,Rusher
Tyler Shatley,1054.6331886380538,Blocker
Jihad Ward,824.1506005991106,Rusher
K'Lavon Chaisson,810.1611277104233,Rusher
Adam Gotsis,802.1511261809394,Rusher
Joe Noteboom,1093.215436690788,Blocker
Bobby Evans,1124.8814503080864,Blocker
Will Richardson Jr.,1120.5676811376445,Blocker
Marquise Copeland,888.9760802182345,Rusher
Damien Wilson,776.0608134332193,Rusher
Myles Jack,780.5969361336563,Rusher
Bobby Brown III,801.1685739958223,Rusher
Michael Hoecht,790.8468875435202,Rusher
Jamir Jones,790.1532770813036,Rusher
Ereck Flowers Sr.,1009.4543420792697,Blocker
Brandon Scherff,1029.9305267371572,Blocker
Charles Leno Jr.,1059.9626823520866,Blocker
Cornelius Lucas,994.1581262613204,Blocker
Keith Ismael,1073.0103553821878,Blocker
Daron Payne,826.0129479959941,Rusher
Matt Ioannidis,837.1715516659724,Rusher
James Smith-Williams,698.3116497625717,Rusher
Casey Toohill,731.9020617760577,Rusher
Jonathan Allen,840.8517061828946,Rusher
Daniel Wise,746.7320975283753,Rusher
Jamin Davis,799.9093484135841,Rusher
Tim Settle,895.8287752575318,Rusher
Bunmi Rotimi,720.7830949597878,Rusher
Cole Holcomb,813.0208429940839,Rusher
Shaka Toney,755.7684147421612,Rusher
Khaleke Hudson,742.5802210466886,Rusher
Divine Deablo,731.9327564861323,Rusher
Malcolm Koonce,757.0673281496115,Rusher
Tom Compton,1047.6676482829537,Blocker
Jake Curhan,973.1907852980911,Blocker
Stone Forsythe,1094.4075790585125,Blocker
Charles Omenihu,869.4161527907113,Rusher
Kevin Givens,850.5867365511141,Rusher
Kyle Fuller,1027.0297300923114,Blocker
Jordan Willis,740.9495226796439,Rusher
Demetrius Flannigan-Fowles,745.8160174407813,Rusher
Benson Mayowa,731.718367988955,Rusher
Bobby Wagner,752.7439804061411,Rusher
Shamar Stephen,784.6734601768545,Rusher
Jonathon Cooper,817.8046229540796,Rusher
Quinn Meinerz,982.1768478174088,Blocker
Dalton Risner,1133.4613171422852,Blocker
Bobby Massie,988.2179189007711,Blocker
Garett Bolles,1026.9906439105962,Blocker
Lloyd Cushenberry III,986.0361580589519,Blocker
Shelby Harris,843.1141066412147,Rusher
Deshawn Williams,763.2500742578482,Rusher
Bradley Chubb,811.1806233783801,Rusher
Baron Browning,696.5095886435136,Rusher
Mctelvin Agim,804.6981238019055,Rusher
Stephen Weatherly,782.1064095307241,Rusher
Dre'Mont Jones,843.8075844440771,Rusher
Malik Reed,735.4964910027061,Rusher
Kenny Young,730.5805314864682,Rusher
Mitch Morse,1025.6474455554253,Blocker
Daryl Williams,984.8707641305506,Blocker
Ike Boettger,989.747683175459,Blocker
Spencer Brown,935.4644744044915,Blocker
Dion Dawkins,993.7524082551863,Blocker
Cody Ford,1015.7392726130677,Blocker
Daniel Ekuale,807.8313130030289,Rusher
Ed Oliver,844.5691582629654,Rusher
Trent Brown,1065.36161055296,Blocker
Star Lotulelei,784.2612002141292,Rusher
Mario Addison,831.2268941145325,Rusher
Jerry Hughes,784.4114414066008,Rusher
Tremaine Edmunds,731.6420748817308,Rusher
Cameron Heyward,796.3162959217966,Rusher
Ezra Cleveland,990.748141342948,Blocker
Chris Wormley,833.5063428540548,Rusher
Mason Cole,1066.976105602247,Blocker
Garrett Bradbury,1061.7729230084922,Blocker
Taco Charlton,680.8539226927242,Rusher
Olisaemeka Udoh,1001.3095708502813,Blocker
Brian O'Neill,1032.095559346963,Blocker
Derrek Tuszka,732.7701800829643,Rusher
Montravius Adams,848.702849151245,Rusher
Alex Highsmith,772.8748916057093,Rusher
Michael Pierce,856.4968085723076,Rusher
Kendrick Green,1066.789695013139,Blocker
Dalvin Tomlinson,866.7771851195257,Rusher
John Leglue,1063.905224286377,Blocker
D.J. Wonnum,777.2209728280865,Rusher
Chukwuma Okorafor,1032.9085567024001,Blocker
Dan Moore Jr.,1024.3220659857736,Blocker
Marcus Allen,735.2346260412752,Rusher
Isaiahh Loudermilk,753.6214687866976,Rusher
Trai Turner,1046.148626586244,Blocker
Sheldon Richardson,781.8025191453922,Rusher
Armon Watts,884.3685680787429,Rusher
Henry Mondeaux,830.4845732935161,Rusher
Patrick Jones II,741.4980515977207,Rusher
Eric Kendricks,750.0569994708487,Rusher
Kenny Willekes,773.4743642579928,Rusher
T.J. Watt,856.3253675943045,Rusher
Blake Brandel,1124.6412852552508,Blocker
Joe Schobert,695.2724318444459,Rusher
James Lynch,794.5199699966067,Rusher
Rashaad Coward,1126.9718753067973,Blocker
Devin Bush,756.3254427995086,Rusher
Nathan Shepherd,884.526663289071,Rusher
Austin Jackson,1020.8275761129638,Blocker
Sheldon Rankins,798.2665777801109,Rusher
Robert Hunt,1068.9325761965074,Blocker
Jesse Davis,1051.2596103536798,Blocker
Kyle Phillips,741.6486069253988,Rusher
Liam Eichenberg,952.2397784493957,Blocker
Jaelan Phillips,744.5454509175538,Rusher
Alijah Vera-Tucker,1133.7492564595445,Blocker
Adam Butler,763.7000978687485,Rusher
Laurent Duvernay-Tardif,1038.4065789908495,Blocker
Connor Mcgovern,1033.8816554421373,Blocker
Andrew Van Ginkel,770.4129444627496,Rusher
Conor Mcdermott,1087.9691471338313,Blocker
Emmanuel Ogbah,748.120202316631,Rusher
Morgan Moses,1015.8336905862072,Blocker
Michael Deiter,1013.8950667427673,Blocker
C.J. Mosley,724.0385327488251,Rusher
Quinnen Williams,806.6495719401967,Rusher
Bryce Huff,817.908214388458,Rusher
John Franklin-Myers,802.8316410236049,Rusher
Raekwon Davis,826.6983375915489,Rusher
Christian Wilkins,899.9339428415244,Rusher
Zach Sieler,819.0826973578797,Rusher
Jonathan Marshall,797.9906742280521,Rusher
Ronald Blair,782.9069304063743,Rusher
Robert Jones,1028.2215852539844,Blocker
Jerome Baker,732.1480258968663,Rusher
Jarrad Davis,735.5895222311832,Rusher
Duke Riley,757.6934242296695,Rusher
Akiem Hicks,793.2025302486966,Rusher
Bruce Irvin,754.6675681331902,Rusher
Christian Darrisaw,1002.5851106338242,Blocker
Teven Jenkins,1036.4748098703785,Blocker
Ledarius Mack,737.386914989283,Rusher
Anthony Barr,744.1034047968186,Rusher
Nick Vigil,765.263322720081,Rusher
Tashawn Bower,779.1885305268291,Rusher
Javon Hargrave,840.2491696671627,Rusher
Fletcher Cox,893.1540679171668,Rusher
Saahdiq Charles,1046.9743727263494,Blocker
Milton Williams,869.2453664257403,Rusher
Derek Barnett,789.0834782840296,Rusher
Sam Cosmi,996.283952884766,Blocker
Genard Avery,765.4584795162657,Rusher
Ryan Kerrigan,802.5533972319835,Rusher
Hassan Ridgeway,792.3815772269248,Rusher
Tarron Jackson,860.602773359297,Rusher
Jason Kelce,980.7473377128719,Blocker
Nate Herbig,1010.8508262187823,Blocker
Jordan Mailata,1051.1965286643344,Blocker
Iosua Opeta,1058.5911616911271,Blocker
Montez Sweat,769.3607523825998,Rusher
Lane Johnson,1051.5126775378974,Blocker
Josh Sweat,786.3472050124203,Rusher
David Steinmetz,1126.4053998954846,Blocker
Alex Singleton,775.1346700752705,Rusher
Akeem Spence,746.6950186487434,Rusher
Wes Martin,1103.491334194194,Blocker
Cameron Malveaux,761.4276415744268,Rusher
Korey Cunningham,1051.369884371527,Blocker
Elerson Smith,802.0092475409341,Rusher
Landon Dickerson,1048.4617191122359,Blocker
T.J. Edwards,764.7893617509393,Rusher
Matt Peart,925.1224075123972,Blocker
Jaylon Smith,714.7000103965078,Rusher
Patrick Johnson,751.0119829766431,Rusher
Isaiah Williams,1128.7093681940842,Blocker
Davon Hamilton,852.3105856118317,Rusher
Greg Van Roten,1094.8109815817297,Blocker
George Fant,1011.8589846701716,Blocker
Freedom Akinmoladun,754.0191217446315,Rusher
Shaq Lawson,732.3873605754129,Rusher
Tim Ward,820.4879441885361,Rusher
Kc Mcdermott,1107.1590537354682,Blocker
Quincy Williams,725.9471181918718,Rusher
Halapoulivaati Vaitai,1067.5450238586864,Blocker
James Vaughters,816.2268984866301,Rusher
Rashod Berry,722.0582332170142,Rusher
Mike Pennel,852.7908492704863,Rusher
Will Holden,1063.0109640409653,Blocker
Derrick Barnes,770.0892939294582,Rusher
Jerry Tillery,790.2660053530064,Rusher
Linval Joseph,828.3658454908044,Rusher
Cole Toner,1151.681555966657,Blocker
Jimmy Morrissey,1066.8068279149454,Blocker
Uchenna Nwosu,788.4832733148983,Rusher
Kenneth Murray Jr.,699.102197079575,Rusher
Michael Dwumfour,932.5495538726176,Rusher
Matt Feiler,1053.1571851139965,Blocker
Ross Blacklock,798.4213806091433,Rusher
Michael Schofield III,1061.1245692772513,Blocker
Garret Wallow,759.7396822685167,Rusher
Scott Quessenberry,1077.15496673542,Blocker
Storm Norton,971.1519952323956,Blocker
Neville Hewitt,765.4874912011588,Rusher
Rashawn Slater,1041.3314588964906,Blocker
Xavier Williams,803.8153009915922,Rusher
Chris Smith,794.4883059070011,Rusher
Demone Harris,782.8893599300491,Rusher
Christian Covington,812.1052690902071,Rusher
Breiden Fehoko,771.5993808586331,Rusher
Ron'Dell Carter,755.301594060781,Rusher
Emeke Egbule,731.9107100697448,Rusher
Drue Tranquill,817.1342715678809,Rusher
Christian Kirksey,737.1273905871157,Rusher
Kyzir White,754.4165586180153,Rusher
Forrest Merrill,737.4914009207971,Rusher
Nick Niemann,768.7641061695088,Rusher
Andrew Brown,758.3567385084913,Rusher
Myles Adams,783.0954350673445,Rusher
Robert Nkemdiche,708.0799844546705,Rusher
Sam Kamara,758.3621984912775,Rusher
John Simon,766.3756261468282,Rusher
Joe Haeg,1061.228716093443,Blocker
J.C. Hassenauer,1099.7397509523084,Blocker
Carlos Davis,754.2521435895967,Rusher
Robert Spillane,776.6153766989485,Rusher
Ulysees Gilbert III,728.4130854237827,Rusher
Will Bradley-King,772.2201406249186,Rusher
Jon Toth,1109.0282594302691,Blocker
David Mayo,748.0529031612963,Rusher
Dayo Odeyingbo,780.8354737493486,Rusher
Kwity Paye,825.4806773833427,Rusher
Deforest Buckner,906.1249667783135,Rusher
Kemoko Turay,820.383985169417,Rusher
Quenton Nelson,1036.2041606455584,Blocker
Braden Smith,1016.3420108189724,Blocker
Matt Pryor,1032.2886743295535,Blocker
Ryan Kelly,1036.800697114487,Blocker
Mark Glowinski,976.8729706820311,Blocker
Al-Quadin Muhammad,853.4747621745736,Rusher
Grover Stewart,782.7827163113117,Rusher
Chris Williams,827.7931453638786,Rusher
Isaac Rochell,807.137943513216,Rusher
Taylor Stallworth,825.2050806152967,Rusher
Darius Leonard,696.0927284574843,Rusher
Lane Taylor,997.1925608682878,Blocker
Justin Mccray,1023.993932525742,Blocker
Aaron Patrick,803.2523123027969,Rusher
Trey Pipkins III,987.4620855314708,Blocker
Jonas Griffith,728.7855714200219,Rusher
Justin Jones,804.9386512765194,Rusher
Joey Bosa,859.0352491876722,Rusher
Cameron Fleming,934.6445452591898,Blocker
Netane Muti,1062.0600535828876,Blocker
Joe Gaziano,858.1328245649935,Rusher
Otito Ogbonnia,776.4809626608338,Rusher
Jonathan Harris,742.4420596317017,Rusher
Andre Mintze,703.0424102040478,Rusher
Chris Rumph II,768.8212279945936,Rusher
Corey Linsley,1054.2857268706732,Blocker
Micah Kiser,761.2030535181486,Rusher
Marquiss Spencer,748.0474054572553,Rusher
Will Clapp,1135.4064356150147,Blocker
Cesar Ruiz,1147.0261602958562,Blocker
Calvin Throckmorton,1137.7116841292666,Blocker
Jordan Mills,1189.864600298529,Blocker
Christian Ringo,812.8573250366134,Rusher
Pat Elflein,1000.23753627899,Blocker
Albert Huggins,807.7660730278851,Rusher
John Miller,1008.6590342943426,Blocker
Carl Granderson,754.7202878677489,Rusher
Brady Christensen,1017.6669378706001,Blocker
Demario Davis,841.2760413486674,Rusher
Shy Tuttle,807.5486959639128,Rusher
Cameron Jordan,759.6130118133922,Rusher
David Onyemata,777.7685642722547,Rusher
Marcus Davenport,863.8968096729744,Rusher
Jalyn Holmes,695.442194878609,Rusher
Kwon Alexander,803.797225210796,Rusher
P.J. Williams,751.6885366972596,Rusher
James Carpenter,1127.9469555069338,Blocker
Phil Haynes,1026.1495348491333,Blocker
Anthony Pittman,736.7813697925761,Rusher
Matt Nelson,987.8205250563741,Blocker
Bruce Hector,760.6113628460242,Rusher
Parker Ehinger,1125.891831046776,Blocker
Cody Barton,767.6410083968098,Rusher
Tyler Biadasz,1096.9931148725593,Blocker
Zack Martin,1143.0380785518114,Blocker
Victor Dimukeje,753.3639486830803,Rusher
Tyron Smith,1074.9836310101523,Blocker
La'El Collins,1001.9210679359489,Blocker
Leighton Vander Esch,708.5648027695231,Rusher
Carlos Watkins,825.3306177517546,Rusher
Micah Parsons,796.689325849413,Rusher
DeMarcus Lawrence,763.2384009416368,Rusher
Michael Dogbe,766.1165518963578,Rusher
Dorance Armstrong,750.4429216902906,Rusher
Randy Gregory,819.9832981152831,Rusher
Chauncey Golston,778.3248692914669,Rusher
Osa Odighizuwa,786.8287189978444,Rusher
Trysten Hill,793.7058755591721,Rusher
Tarell Basham,787.6780592082434,Rusher
Neville Gallimore,818.8386200287883,Rusher
Josh Mauro,734.0973860501788,Rusher
Dennis Kelly,1049.392557296145,Blocker
T.Y. Mcgill,746.359967025087,Rusher
Yosh Nijman,1036.8917739304952,Blocker
Abdullah Anderson,768.7496264323327,Rusher
Tipa Galeai,772.4282690813725,Rusher
Krys Barnes,732.5460684297016,Rusher
Mike Purcell,798.3697032802103,Rusher
Brett Toth,1113.3271709697801,Blocker
Andre Dillard,1067.899002093956,Blocker
Le'Raven Clark,1037.6024118673254,Blocker
Jack Anderson,1000.2931492211624,Blocker
Kayode Awosika,1132.1644205172854,Blocker
Raequan Williams,763.6399679432297,Rusher
Terence Steele,1021.9125372962118,Blocker
Marvin Wilson,736.6257635148465,Rusher
Marlon Tuipulotu,738.9614878863016,Rusher
Attauyo Nsekhe,1128.3443644120923,Blocker
Luke Gifford,768.5357408342521,Rusher
Casey Tucker,1090.8466191031393,Blocker
Matt Farniok,1109.544245330586,Blocker
Keanu Neal,738.0702306295818,Rusher
Boogie Basham,694.9655676842978,Rusher
Ryan Bates,1027.2264531126054,Blocker
Folorunso Fatukasi,896.0179595947034,Rusher
Tommy Doyle,1067.3369073096378,Blocker
Greg Rousseau,807.133333898752,Rusher
Vernon Butler,860.5580490186925,Rusher
A.J. Epenesa,765.4853402984255,Rusher
Chuma Edoga,1112.4126089990718,Blocker
Matt Milano,836.7692976155613,Rusher
Josh Myers,1074.6374052752399,Blocker
David Bakhtiari,1072.3561391129876,Blocker
Ryan Mccollum,989.6996983949577,Blocker
La'Darius Hamilton,748.2995698381392,Rusher
Walker Little,1054.6737624284851,Blocker
Bobby Okereke,735.3827344886404,Rusher
Eric Fisher,1052.5997505688006,Blocker
Jordan Smith,743.8172976029579,Rusher
Zaire Franklin,750.7774807298346,Rusher
E.J. Speed,756.0977650937707,Rusher
Kyler Fackrell,821.6081752277632,Rusher
Lester Cotton Sr.,1126.9533976198259,Blocker
D.J. Reader,880.8856915878994,Rusher
Mike Daniels,847.5925861991977,Rusher
B.J. Hill,782.734056897626,Rusher
Cam Sample,828.8082907198298,Rusher
Hakeem Adeniji,984.6737427156216,Blocker
Trey Hopkins,1169.6147450960516,Blocker
Jonah Williams,1059.2058683199914,Blocker
Quinton Spain,1060.3165638825824,Blocker
Khalid Kareem,771.4688974487865,Rusher
Sam Hubbard,781.8993047224074,Rusher
Isaiah Prince,1051.1206044542423,Blocker
Larry Ogunjobi,789.0836409761039,Rusher
Trey Hendrickson,854.7793388201171,Rusher
Logan Wilson,729.2051238426619,Rusher
Germaine Pratt,712.8998970143513,Rusher
