"play_uuid","game_id","sack_player","sack"
"8606d32f-ec90-47ec-9586-af1bc98d7ae2",1072157,"Trey Hendrickson",1
"2b68f512-8a9c-4d73-a180-0e283be33696",1072157,"Sam Hubbard",1
"79fc5514-2c1f-4e5b-852f-242b993b2185",1072157,"Sam Hubbard",1
"f23508b5-1e5a-4211-8b76-a5c283d514d4",1072159,"Samson Ebukam",1
"24911b1b-c9b1-48ba-b950-b2996262acc7",1072161,"Trey Hendrickson",1
"a7506880-4cfe-45f2-99eb-aa0a27093eef",1072161,"Leonard Floyd",1
"11304f46-236d-4b15-839e-0f1af956919c",1072161,"Aaron Donald",1
"2e7c0836-e97f-43d7-8396-e008adafac70",1072161,"Aaron Donald",1
"526c4a7e-d656-4660-a1c1-1894dceaa9ee",1072161,"Ernest Jones",1
"43f39250-dc22-418b-929c-3a1d93720052",1072161,"D.J. Reader",1
"ac98152d-dec0-4cfb-bd3d-bc0dceef3ea1",1072161,"A'Shawn Robinson",1
"9ef4c4aa-95dd-4d64-9f35-52d4a5f74546",1072161,"Von Miller",1
"28de99b8-549e-489c-b429-029e1ec48acc",1072161,"Von Miller",1
"602597f1-b5b6-446a-83f5-7775da28aa48",1502043,"Kentavius Street",1
"767e4a99-afb0-4a33-8085-5facd786b50d",1502043,"Nick Bosa",1
"cc7e15ab-63de-4d21-b084-34c822b9c414",1502043,"Tracy Walker III",1
"89363fdc-1d38-476d-be55-e6c1e625f2ce",1502045,"Whitney Mercilus",1
"042f7d23-44c7-48be-960c-2e4ec421a092",1502046,"Joey Bosa",1
"26df989c-8243-4d8e-80d4-c0c7abd8435d",1502046,"Jonathan Allen",1
"69887a23-620d-481c-a788-8eec10a5fa92",1502046,"Montez Sweat",1
"11895406-844d-4ad6-a31c-21ed8dd9938b",1502047,"Jamal Adams",1
"a7130e34-d18c-4c1b-acc5-3abd83118b10",1502047,"Rasheem Green",1
"2d3319db-c53f-4679-aa13-50374c2f926c",1502047,"Khari Willis",1
"a5d56b08-de4d-4242-bc38-c12bbf8f8328",1502047,"Kenny Moore II",1
"a13eefad-1463-4bc4-a085-f90e27fd9a96",1502047,"Deforest Buckner",1
"2a87b4f7-394c-4b69-bfdd-2c75ba43d306",1502047,"Benson Mayowa",1
"c9847d4d-9758-4939-9e8a-f1fe3c5c8841",1502047,"Darrell Taylor",1
"c6052df9-b381-427d-8a7f-02d1fb57fa09",1502047,"Carlos Dunlap",1
"18f40f79-878a-4483-89b1-fdd0b2c2ef21",1502048,"Brian Burns",1
"2504b3f0-4bf1-46f3-afce-64e473b4bf01",1502048,"Haason Reddick",1
"44befcd6-3674-41c6-9197-86cb65437cc9",1502048,"Marquis Haynes Sr.",1
"5ba7f3d3-b0d7-4007-ab2e-92910bb59b8f",1502048,"John Franklin-Myers",1
"048bc498-922d-4688-a759-4d48dd3318fb",1502048,"Haason Reddick",1
"2c16ce90-9159-4189-bf18-5bb52a9f8b95",1502048,"Shaq Thompson",1
"f0bbbfdd-1663-4d0e-88c7-fedb3faf6378",1502048,"Derrick Brown",1
"123bfa4b-21a0-492f-a2c8-c573334af97c",1502049,"Nick Vigil",1
"505bb702-5d7b-4052-8588-b1df3906a338",1502049,"B.J. Hill",1
"2cbb10f3-5750-4c97-b6bd-bc9b46394a8b",1502049,"Larry Ogunjobi",1
"980694b0-a2c3-4e48-9d16-4c6d7063811f",1502049,"Josh Tupou",1
"d396cd03-e9a7-44c0-bac2-acad55d224f8",1502049,"Harrison Smith",1
"0245db40-a309-4ff2-86c8-d2024d7e555d",1502049,"Michael Pierce",1
"ac36e0c3-e73f-41b8-afaa-ea04a92630b5",1502049,"Danielle Hunter",1
"72052711-a58f-452d-8bef-58ae9511c783",1502049,"B.J. Hill",1
"a6b4df97-fef9-4a90-af17-248396ec9709",1502049,"Michael Pierce",1
