player_name,final_elo,role
Germaine Pratt,719.3611804586395,Rusher
Markus Bailey,748.3063353508043,Rusher
Troy Dye,749.0802474395463,Rusher
Kyle Peko,805.6570175724827,Rusher
Jeffery Simmons,779.4431749395272,Rusher
Denico Autry,776.1153221728217,Rusher
Harold Landry III,768.1826144477453,Rusher
Rodger Saffold,1168.4151414311614,Blocker
Nate Davis,1169.6818214511652,Blocker
Taylor Lewan,1155.0940425925364,Blocker
Ben Jones,1176.8973420035309,Blocker
David Quessenberry,1154.0935645133864,Blocker
Kevin Strong,732.1515454077312,Rusher
Larrell Murchison,752.2400800997431,Rusher
Bud Dupree,725.0495409275495,Rusher
Aaron Brewer,1087.4761407055903,Blocker
Da'Shawn Hand,732.2757459020115,Rusher
Myron Cunningham,1122.7390471574936,Blocker
"David Long, Jr.",752.0778487720713,Rusher
Carlos Basham Jr.,752.9630958701898,Rusher
Aaron James Klein,739.5292791070952,Rusher
Brian Allen,1156.7255677494513,Blocker
Colton Mckivitz,1094.064112763696,Blocker
Travin Howard,747.5015279521531,Rusher
Dre Greenlaw,741.5998522223884,Rusher
Troy Reeder,748.6551459205838,Rusher
Justin Hollins,748.8742098013287,Rusher
Josh Wells,1134.2765613352503,Blocker
Grant Stuard,746.9972270186396,Rusher
Darryl Johnson,743.0494096039042,Rusher
Deonte Brown,1132.3869391532096,Blocker
Kevin Minter,745.8063790726608,Rusher
Devon Kennard,700.5762187369484,Rusher
Brennan Scarlett,746.3364823849204,Rusher
John Jenkins,725.2607563822465,Rusher
Elandon Roberts,738.9594617163224,Rusher
Ryan Ramczyk,1155.536325556894,Blocker
Erik McCoy,1163.4155384958888,Blocker
Malcolm Roach,746.1868592687072,Rusher
Kaden Elliss,726.2335763273344,Rusher
Tanner Vallejo,742.2587023493796,Rusher
Naquan Jones,711.5079080272841,Rusher
Zach Kerr,747.4033145779586,Rusher
Tyler Shelvin,737.5144150854544,Rusher
Ola Adeniyi,723.8653016775629,Rusher
Zach Cunningham,747.802979364222,Rusher
Jayon Brown,735.1226393622347,Rusher
Josh Tupou,731.6096052133844,Rusher
Nick Dzubnar,738.5617598140965,Rusher
Za'Darius Smith,770.2847908065646,Rusher
Nick Leverett,1137.021517476421,Blocker
Darious Williams,749.2101221115778,Rusher
Efe Obada,798.2834024868545,Rusher
Wyatt Ray,723.6483691505956,Rusher
Jackson Carman,1131.2703603579178,Blocker
D'Ante Smith,1122.6622022364293,Blocker
Trey Flowers,723.729741278477,Rusher
Frank Ragnow,1151.4890300601196,Blocker
Romeo Okwara,751.1143436744936,Rusher
A.J. Cann,1108.8550657980975,Blocker
Marcus Cannon,1085.3461003889247,Blocker
Lerentee Mccray,746.0406147150464,Rusher
Oday Aboushi,1165.1208955988118,Blocker
Chase Young,723.3334072323761,Rusher
Bryan Bulaga,1136.577586422743,Blocker
Chase Roullier,1142.255818911485,Blocker
Jonathan Bostic,738.618893850688,Rusher
Eric Banks,740.216674209447,Rusher
Wes Schweitzer,1139.8898210759305,Blocker
Julie'N Davenport,1132.1744360305465,Blocker
Tyquan Lewis,756.478377870169,Rusher
Ben Banogu,727.3530847219462,Rusher
Daviyon Nixon,745.3647297801933,Rusher
Mekhi Becton,1128.5476582678057,Blocker
Matt Paradis,1128.06092930758,Blocker
Del'Shawn Phillips,747.5995314843569,Rusher
Hamsah Nasirildeen,747.7864874046469,Rusher
Jamien Sherwood,747.2455388024031,Rusher
Xavier Su'A-Filo,1127.2326048968096,Blocker
Danielle Hunter,757.6975086021321,Rusher
Riley Reiff,1149.840787579687,Blocker
Rashod Hill,1175.5714099086179,Blocker
Everson Griffen,760.8527338308833,Rusher
Jordan Evans,746.645246167699,Rusher
Darius Hodges,751.1208463744285,Rusher
Blake Lynch,763.8997280759147,Rusher
Teair Tart,701.0165629128355,Rusher
Justin Murray,1131.7790935066016,Blocker
Kendall Lamm,1108.013784983673,Blocker
Brian Winters,1134.4882698216888,Blocker
Kylie Fitts,739.5238695810986,Rusher
Derick Roberson,759.9715181332543,Rusher
Kevin Dotson,1177.2429430966597,Blocker
Justin Zimmer,739.3327530928107,Rusher
Jon Feliciano,1140.0473681356566,Blocker
Tyson Alualu,738.3964611232027,Rusher
Isaiah Buggs,725.2582211734226,Rusher
Brandon Brooks,1143.026318902398,Blocker
Isaac Seumalo,1133.4403715430306,Blocker
Brandon Graham,746.3969641192595,Rusher
John Cominsky,754.7570542136102,Rusher
Wyatt Teller,1167.2475779225792,Blocker
J.C. Tretter,1160.2939016954288,Blocker
Jack Conklin,1151.1752909416994,Blocker
Jedrick Wills Jr.,1133.2550645068561,Blocker
Joel Bitonio,1174.8066561997755,Blocker
Malik Jackson,696.724320986028,Rusher
Takkarist Mckinley,722.9504955701409,Rusher
Lucas Niang,1146.251892117065,Blocker
Myles Garrett,787.6585747697925,Rusher
Jadeveon Clowney,765.7194207778123,Rusher
Chris Hubbard,1110.6196114223753,Blocker
Khalen Saunders,737.8655757882032,Rusher
Andrew Billings,741.5169915594992,Rusher
Jordan Elliott,698.219232512525,Rusher
Joe Jackson,725.1728647766462,Rusher
Joshua Kaindoh,758.1957097852328,Rusher
Malik Mcdowell,767.7094749809995,Rusher
Mike Remmers,1136.0901161017941,Blocker
Sione Takitaki,746.3033631657227,Rusher
Anthony Walker Jr.,749.811574610644,Rusher
Jeremiah Owusu-Koramoah,744.6365235435857,Rusher
Malcolm Smith,739.9500136230054,Rusher
Tanoh Kpassagnon,773.2050001589708,Rusher
Andrus Peat,1125.500479010592,Blocker
Terron Armstead,1135.2139401388483,Blocker
Kingsley Keke,744.7576187261219,Rusher
Zack Baun,745.5559080507132,Rusher
Chauncey Rivers,754.9005879501378,Rusher
Andrew Dowell,747.8130907890164,Rusher
Nick Gates,1115.0818454591372,Blocker
Graham Glasgow,1120.003183510197,Blocker
Blake Martinez,739.2587887413088,Rusher
Shane Lemieux,1129.4117647466242,Blocker
Josey Jewell,747.7518837214612,Rusher
Alexander Johnson,760.2143719609692,Rusher
Solomon Kindley,1121.576360430596,Blocker
Sam Eguavoen,738.7177105654978,Rusher
Yasir Durant,1126.5914229807045,Blocker
Henry Anderson,751.2493867464536,Rusher
Brandon Williams,693.8930782012869,Rusher
Justin Madubuike,731.9286614077969,Rusher
Jermaine Eluemunor,1160.9157125601298,Blocker
Calais Campbell,728.5082182981477,Rusher
Bradley Bozeman,1179.8352237340432,Blocker
Ben Powers,1146.596796834082,Blocker
Ronnie Stanley,1135.1567280570428,Blocker
Alejandro Villanueva,1181.856309970797,Blocker
Justin Houston,727.6828788936357,Rusher
Odafe Oweh,744.7543608802785,Rusher
Malik Harrison,741.3109957714667,Rusher
Pernell Mcphee,713.1723093316858,Rusher
Kevin Zeitler,1179.3338520560583,Blocker
Denzelle Good,1132.4270404953375,Blocker
Broderick Washington,766.8086462665533,Rusher
Jaylon Ferguson,706.4354662596736,Rusher
Gerald McCoy,755.2948977987927,Rusher
Tyre Phillips,1137.5384033154241,Blocker
Justin Ellis,698.4155537126634,Rusher
Tyus Bowser,742.0363557271567,Rusher
Chris Board,718.1509284603544,Rusher
Patrick Queen,737.7706851026799,Rusher
Patrick Mekari,1133.155341596185,Blocker
K.J. Wright,743.5294819556539,Rusher
Justin Strnad,739.951646719263,Rusher
Marcell Harris,743.3998980869902,Rusher
Terrell Lewis,745.444644788848,Rusher
Justin Lawler,746.3364183235594,Rusher
B.J. Finney,1142.9431921320713,Blocker
Akeem Davis-Gaither,746.0442495702615,Rusher
Christian Jones,750.3218453714777,Rusher
Jc Tretter,1137.066157483947,Blocker
Blake Hance,1115.9851156209595,Blocker
Payton Turner,745.2521980465785,Rusher
Brent Urban,734.1678775280024,Rusher
Quinton Bohanna,737.0385998012504,Rusher
Bradlee Anae,740.7006960082003,Rusher
Azur Kamara,740.2098296862625,Rusher
Ben Cleveland,1179.5210890356766,Blocker
Trystan Colon,1160.9961707995826,Blocker
Joe Thomas,767.3363733449604,Rusher
Chris Reed,1136.853462714163,Blocker
Antwaun Woods,728.5601745549569,Rusher
Ty Sambrailo,1153.8721643663757,Blocker
Woodrow Hamilton,749.4401922869122,Rusher
Rashad Weaver,744.688250084377,Rusher
Elijah Lee,748.7599600463797,Rusher
Mack Wilson Sr.,746.0476907844873,Rusher
Kristian Welch,750.7764295379505,Rusher
Reginald Mckenzie,744.8578412202811,Rusher
Daelin Hayes,747.7420813208341,Rusher
Josh Bynes,739.4364063593316,Rusher
Pete Werner,744.2688335023242,Rusher
Jake Zimmer,745.3600861701858,Rusher
Amani Bledsoe,736.7483580169185,Rusher
Sharif Finch,747.1088794330743,Rusher
Jack Driscoll,1128.3464379513264,Blocker
Dorian O'Daniel,747.502376106766,Rusher
Austin Faoliu,743.4026277414608,Rusher
Justin Hamilton,724.4493222322942,Rusher
Julian Stanford,744.276756281452,Rusher
James Hudson III,1093.9192666035315,Blocker
Greg Mancz,1147.750385749925,Blocker
Danny Pinter,1135.2481818790304,Blocker
Cedric Ogbuehi,1117.0067101515517,Blocker
Jaylon Moore,1150.2354056830131,Blocker
Jake Brendel,1125.7153737479084,Blocker
Jack Heflin,748.8812998516084,Rusher
Andre Smith,1136.7223442037507,Blocker
Caraun Reid,746.2126518177221,Rusher
Corey Levin,1132.0384227971574,Blocker
Joseph Jones,735.7015490047744,Rusher
Jordan Phillips,749.1824707847054,Rusher
Jonathan Ledbetter,745.6769911777211,Rusher
Sheldon Day,791.3193997797873,Rusher
Amen Ogbongbemiga,767.586392105254,Rusher
Bobby Hart,1123.0951004660712,Blocker
Dillon Radunz,1102.699106116881,Blocker
Ladarius Hamilton,747.4896163877231,Rusher
Tyler Larsen,1123.403588791805,Blocker
Austin Reiter,1107.8787814366653,Blocker
David Sharpe,1090.4207496283443,Blocker
Joe Walker,743.362589900349,Rusher
Lachavious Simmons,1126.0028868728875,Blocker
Alex Bars,1113.7831310689728,Blocker
Josiah Bronson,703.7608443715432,Rusher
Jabari Zuniga,779.4139328369245,Rusher
Monty Rice,750.3756415510123,Rusher
Eli Ankou,739.94728431681,Rusher
Joseph Noteboom,1125.7605832128586,Blocker
Aj Jackson,1115.928001584275,Blocker
Ifeadi Odenigbo,719.3218741559455,Rusher
Davion Taylor,746.8271996994379,Rusher
Calvin Anderson,1118.5616531530516,Blocker
Ty Nsekhe,1138.6209891122153,Blocker
Benardrick Mckinney,748.8890116862526,Rusher
Cam Brown,751.0817100862716,Rusher
Kahlil Mckenzie,748.677242314878,Rusher
Trey Hill,1099.572961955345,Blocker
Senio Kelemete,1124.7563032381922,Blocker
Tommy Togiai,718.9152833845428,Rusher
Porter Gustin,717.8642503476427,Rusher
Isaiah Mack,766.6798069381854,Rusher
Michael Dunn,1116.8216462367684,Blocker
Anthony Levine Sr.,747.8622705645081,Rusher
Noah Spence,741.7225178106327,Rusher
Jaryd Jones-Smith,1126.9833896933528,Blocker
Nick Harris,1140.128967375271,Blocker
Jacob Phillips,760.1971786733549,Rusher
Wyatt Raymond,723.2934907454755,Rusher
Keaton Sutherland,1125.5797745275709,Blocker
Renell Wren,734.2199636810489,Rusher
Curtis Weaver,746.3774292350546,Rusher
Austin Calitro,749.0158059924213,Rusher
Jake Hanson,1126.628423017029,Blocker
Hamilcar Rashed Jr.,746.4594426449996,Rusher
Tyrel Dodson,748.8340763653075,Rusher
Marcus Henry,1125.991922541999,Blocker
Joshua Miles,1123.6694134332727,Blocker
Curtis Robinson,750.5353816556321,Rusher
Landon Young,1151.2060946333731,Blocker
Derek Rivers,746.3769120117644,Rusher
Dylan Cole,754.8046410406015,Rusher
Phil Hoskins,781.2523001340641,Rusher
Cameron Tom,1125.5610824440596,Blocker
Vince Biegel,752.7643128246751,Rusher
Zach Banner,1125.9515378528542,Blocker
Emmanuel Ellerbee,748.9807804778027,Rusher
Quinn Bailey,1123.4893068004203,Blocker
Brandin Bryant,751.6476591420496,Rusher
Jamil Douglas,1126.5086754227275,Blocker
Delontae Scott,750.0818098767044,Rusher
Daniel Archibong,746.3813790484302,Rusher
Jordan Simmons,1106.3626591311781,Blocker
Joe Bachie,748.8214848096814,Rusher
Jackson Barton,1120.3115091903983,Blocker
Nick Kwiatkoski,748.8712694561726,Rusher
A.J. Johnson,749.1963039693671,Rusher
Danny Trevathan,746.5016829240891,Rusher
David Moa,740.2935642670957,Rusher
Clay Johnston,748.9114473886804,Rusher
Dakota Allen,745.9672424826722,Rusher
Chapelle Russell,753.047840067661,Rusher
Khalil Davis,750.1136775021986,Rusher
Blake Cashman,748.1284494352358,Rusher
Harvey Langi,749.1043469188587,Rusher
Jashon Cornell,750.8929432646308,Rusher
Kendal Vickers,750.1666753505111,Rusher
Nick Martin,1126.262584814983,Blocker
Austin Schlottmann,1120.5208468081164,Blocker
Nick Thurman,749.5037185783996,Rusher
Caleb Benenoch,1088.0663235135482,Blocker
Kyle Murphy,1127.7331260260519,Blocker
Braxton Hoyett,753.7954342726041,Rusher
Tre'Vour Wallace-Simms,1107.9853162209554,Blocker
Doug Costin,746.0918601154827,Rusher
Shaquille Quarterman,749.0629991222492,Rusher
Will Fries,1128.9667602955292,Blocker
Benning Potoa'E,748.4932382563363,Rusher
Cortez Broughton,748.7566841600099,Rusher
Charles Snowden,748.9776286632756,Rusher
