game_id,play_uuid,hit_player,hit
1069714,ca4fc9bc-01fc-481a-b12f-3ab1835e27a5,Foyesade Oluokun,1
1069714,bd206d43-740c-40ec-9e78-eb30cae43f8c,Dante Fowler Jr.,1
1069714,674bae94-598a-4847-ae68-8a70662e31f1,Jacob Tuioti-Mariner,1
1069714,d3202737-d4ea-4c15-a9b0-b64a4b8fbaac,Leonard Williams,1
1069714,833b67aa-cfb5-43b7-ab1e-ac7280524816,Jacob Tuioti-Mariner,1
1069714,1453eef1-bd18-4518-ae4a-ee0a0722b329,Dante Fowler Jr.,1
1069714,1453eef1-bd18-4518-ae4a-ee0a0722b329,Foyesade Oluokun,1
1069714,0f1d36c4-ceb1-49c2-98cb-8b2c0203d9c2,Jabrill Peppers,1
1069714,cd644607-2ff0-41aa-b466-1b82ee34da79,Grady Jarrett,1
1069714,cd644607-2ff0-41aa-b466-1b82ee34da79,Deion Jones,1
1069714,f7fcdc6b-b354-4e8c-9625-50b5883f7e4f,Austin Johnson,1
1069714,f7fcdc6b-b354-4e8c-9625-50b5883f7e4f,Tae Crowder,1
1069714,4e728be1-b39e-4bbd-90f2-d2225d42328c,Dexter Lawrence,1
1069784,109d3d95-e584-496c-85ab-a97cbda2c4ec,Lawrence Guy,1
1069784,109d3d95-e584-496c-85ab-a97cbda2c4ec,Ja'Whaun Bentley,1
1069784,79ec8378-3a54-4fec-91e9-226f44047f24,Christian Kirksey,1
1069784,79ec8378-3a54-4fec-91e9-226f44047f24,Lonnie Johnson Jr.,1
1069784,95eb801e-73a6-429a-85cd-0c4f6558c218,Lawrence Guy,1
1069784,21cdd3cd-947b-4b2e-a3f5-9e21e146752e,Matthew Judon,1
1069784,ffd9336d-c5ab-4818-8046-0b0d6e0b92f5,Roy Lopez,1
1069784,ffd9336d-c5ab-4818-8046-0b0d6e0b92f5,Christian Kirksey,1
1069798,f57d46b3-864b-4454-bcf5-f86d78e4fd54,Solomon Thomas,1
1069798,f57d46b3-864b-4454-bcf5-f86d78e4fd54,Johnathan Abram,1
1069798,80795235-72ce-45bf-8d85-bd211582991a,Yannick Ngakoue,1
1069798,d3fcaf2f-828f-45c9-ba7e-4000f1f06944,Roquan Smith,1
1069798,33f46fb9-1a10-4d4f-a50b-32856626bd99,Roquan Smith,1
1069798,ce6a7718-b5bb-44eb-a075-6a15415391bd,Mario Edwards Jr.,1
1069798,ce6a7718-b5bb-44eb-a075-6a15415391bd,Khalil Mack,1
1069798,f8f281ee-09b7-49ae-9dea-f0d3556b533f,Mario Edwards Jr.,1
1069798,f8f281ee-09b7-49ae-9dea-f0d3556b533f,Robert Quinn,1
1069798,eb656e54-f7ce-4655-ae42-18ff300d0c34,Johnathan Hankins,1
1069798,8aaa343f-4bd9-46af-8072-2d564a138b3c,Denzel Perryman,1
1069798,70e03788-ea20-44cb-8677-2caf20293f2d,Bilal Nichols,1
1069798,70e03788-ea20-44cb-8677-2caf20293f2d,Roquan Smith,1
1069800,f77611f1-4473-45d8-b395-c1c7b26d75e0,Chandler Jones,1
1069800,f77611f1-4473-45d8-b395-c1c7b26d75e0,Corey Peters,1
1069800,8662172d-9c53-4550-9d64-d7981ff64e03,Rashard Lawrence,1
1069800,e6dab059-66c1-432e-9ee7-3051e085e89e,Budda Baker,1
1069800,e6dab059-66c1-432e-9ee7-3051e085e89e,Zach Allen,1
1069800,6470c33d-8448-4400-a8aa-dc8c66ca8847,Zaven Collins,1
1069800,6470c33d-8448-4400-a8aa-dc8c66ca8847,Chandler Jones,1
1069800,a9fcb81f-df00-4958-a462-7b6c00bd7fe9,Jordan Hicks,1
1069800,a9fcb81f-df00-4958-a462-7b6c00bd7fe9,Isaiah Simmons,1
1069800,9d741c59-7166-4fc1-ac5b-f281f1a83776,Jalen Thompson,1
1069800,9d741c59-7166-4fc1-ac5b-f281f1a83776,Markus Golden,1
1069800,800eccad-2a0e-4530-8300-57485eca1fb1,Jordan Hicks,1
1069800,800eccad-2a0e-4530-8300-57485eca1fb1,Zach Allen,1
1069800,d2b22816-e75e-4803-8712-8383f4d99fe6,J.J. Watt,1
1069800,1648290b-436b-45a2-8696-fa339365c299,Zach Allen,1
1069800,7099ea4c-85f9-4933-b204-37a2a8ad73fd,Arik Armstead,1
1069800,7099ea4c-85f9-4933-b204-37a2a8ad73fd,Nick Bosa,1
1069800,76e2064f-928b-44f6-a097-1f28fb8803c7,J.J. Watt,1
1069800,8977c458-374c-4a5b-b74f-4c4d1c404492,Leki Fotu,1
1069800,8977c458-374c-4a5b-b74f-4c4d1c404492,Jordan Hicks,1
1069800,6806812d-69fc-478f-8ccb-f4043496b8ae,J.J. Watt,1
1069800,9c434ab0-4ea0-4002-b818-898ce12eb7e9,Marcell Harris,1
1069800,9c434ab0-4ea0-4002-b818-898ce12eb7e9,Samson Ebukam,1
1069800,2f2414c7-c292-4452-90c8-5123f8a4f6af,Budda Baker,1
1069800,aa731d14-0b7d-4d7d-9cc1-e218d6f4d73e,Jalen Thompson,1
1069800,aa731d14-0b7d-4d7d-9cc1-e218d6f4d73e,Tanner Vallejo,1
1069800,77f205ee-b327-425e-9c37-0b1fd5a20316,Rashard Lawrence,1
1069800,ea193a21-4e13-4f41-9d64-b1f7adf2eda0,J.J. Watt,1
1069800,658ae624-35f5-47e3-bb68-4f0b190e1b4b,Budda Baker,1
1069800,658ae624-35f5-47e3-bb68-4f0b190e1b4b,Jalen Thompson,1
1069800,658ae624-35f5-47e3-bb68-4f0b190e1b4b,Antonio Hamilton,1
1069800,f9e51ec8-588f-4c41-b612-dfaf4e753c73,Jimmie Ward,1
1070627,eb19499a-f80c-4d9f-bf23-4ebfd3db5930,Shaq Thompson,1
1070627,b5141e2b-31ed-41f0-9e60-41dbdc732422,Bravvion Roy,1
1070627,b5141e2b-31ed-41f0-9e60-41dbdc732422,Shaq Thompson,1
1070627,8124c4b9-93f7-4c8f-b339-c4d3ee4722fb,Dont'A Hightower,1
1070627,081e83b4-8cdd-4464-a388-e55c0489015b,Carl Davis Jr.,1
1070627,1463beca-2c8d-4b3b-b23f-9fb683ce3feb,Josh Uche,1
1070627,1463beca-2c8d-4b3b-b23f-9fb683ce3feb,Davon Godchaux,1
1070627,d22a40ca-12f0-4612-8df8-eb0c987f9e01,Matthew Judon,1
1070627,0d2b1d79-c2bc-4168-a5a3-cecd2a8f9330,Jermaine Carter Jr.,1
1070627,44daa567-b35f-4277-88ed-3916959687b7,Matthew Judon,1
1070627,2c96545f-0dd0-440a-afb0-79de72b84352,Matthew Judon,1
1071838,23925d1b-6cfe-449e-8d51-ed747a60c267,Chris Jones,1
1071838,a2fad6ee-b5b1-4b2e-820c-f8f71fa596a2,Maxx Crosby,1
1071838,e2ceaf65-aeaf-4859-92fb-7e44c162c4ab,Solomon Thomas,1
1071838,5e276ac8-ae52-4b30-8b90-16655f3d89e7,Maxx Crosby,1
1071838,8812a913-5612-4c7d-b6f2-0fb2c607e069,Nick Bolton,1
1071838,9c2ccbe6-db18-4f45-b9ef-1304c438cd56,L'Jarius Sneed,1
1071848,d9a69935-2abd-45a4-9b11-93c31e57b7b1,Kenny Clark,1
1071848,70cb7b3a-fb5e-49bc-adf1-3b8630cbb490,Kenny Clark,1
1071848,fccc235c-7042-4b10-a585-05d52e7e54f4,Jamal Adams,1
1071848,ac85f586-e538-4e0d-9834-87285e6ba3f4,Darrell Taylor,1
1071848,8253739f-25d5-456f-affe-f32ca65cabcd,Kenny Clark,1
1071848,8253739f-25d5-456f-affe-f32ca65cabcd,Henry Black,1
1071848,30092357-b6a2-4311-bd72-6ed51a4ba20b,De'Vondre Campbell,1
1071848,9d01a62f-536a-45e5-9926-cbc3329e7942,Whitney Mercilus,1
1071848,16e0c045-4639-43b1-830e-c128264f9033,Preston Smith,1
