player_name,role,weighted_severity_logit_score,coefficient_source
Kingsley Keke,Rusher,0.0766305324642925,lambda.min
Darrell Taylor,Rusher,0.07630526408455734,lambda.min
Solomon Thomas,Rusher,0.07596185838803703,lambda.min
Cody Whitehair,Blocker,0.07592305689317644,lambda.min
Jordan Willis,Rusher,0.07514902315799275,lambda.min
Dean Lowry,Rusher,0.07431223149381935,lambda.min
Dre'Mont Jones,Rusher,0.0734802899528177,lambda.min
Derrek Tuszka,Rusher,0.07318629221919112,lambda.min
Jabari Zuniga,Rusher,0.07211705591325085,lambda.min
Quinn Meinerz,Blocker,0.07192754188453493,lambda.min
Jack Driscoll,Blocker,0.07168234508054441,lambda.min
Isaiah Mack,Rusher,0.07167029645146925,lambda.min
B.J. Finney,Blocker,0.071483679426169,lambda.min
Deforest Buckner,Rusher,0.07134429154156459,lambda.min
Kenny Willekes,Rusher,0.07076602990010003,lambda.min
Ben Cleveland,Blocker,0.07025685747221933,lambda.min
Tyquan Lewis,Rusher,0.06957551237393432,lambda.min
Amen Ogbongbemiga,Rusher,0.0693883004195082,lambda.min
Jamarco Jones,Blocker,0.06926768866860326,lambda.min
Donovan Smith,Blocker,0.0690905305496323,lambda.min
Geron Christian Sr.,Blocker,0.06892651002651815,lambda.min
Uchenna Nwosu,Rusher,0.0678658278809874,lambda.min
Ezra Cleveland,Blocker,0.0676750733592881,lambda.min
Bryan Mone,Rusher,0.06703898510468417,lambda.min
Taylor Lewan,Blocker,0.06690939857462652,lambda.min
Austin Bryant,Rusher,0.06603362853862027,lambda.min
Armon Watts,Rusher,0.06587398830346522,lambda.min
Mitch Morse,Blocker,0.06539830247050929,lambda.min
Joe Tryon-Shoyinka,Rusher,0.06513379082179771,lambda.min
Michael Deiter,Blocker,0.06488068598806297,lambda.min
Sheldon Rankins,Rusher,0.06452243203033764,lambda.min
Trey Smith,Blocker,0.06450587818891447,lambda.min
Shaka Toney,Rusher,0.06423517392048711,lambda.min
Jaylon Moore,Blocker,0.06381496688619225,lambda.min
Rodney Hudson,Blocker,0.06325716139316244,lambda.min
Scott Quessenberry,Blocker,0.06296440397554004,lambda.min
Malik Mcdowell,Rusher,0.062173745006840475,lambda.min
Keith Ismael,Blocker,0.0611808269147715,lambda.min
Greg Mancz,Blocker,0.06106756384091567,lambda.min
Zack Martin,Blocker,0.06078639786949256,lambda.min
Isaiah Prince,Blocker,0.0599149554117816,lambda.min
Javon Kinlaw,Rusher,0.059515727314662106,lambda.min
Kendrick Green,Blocker,0.05945326754626546,lambda.min
Chris Smith,Rusher,0.05916512371713692,lambda.min
Trey Pipkins III,Blocker,0.059092478184461256,lambda.min
Isaac Seumalo,Blocker,0.057261276180312626,lambda.min
Phil Haynes,Blocker,0.056947218273976724,lambda.min
Calvin Throckmorton,Blocker,0.05629688786456882,lambda.min
Ty Sambrailo,Blocker,0.056288301846720935,lambda.min
John Franklin-Myers,Rusher,0.056073161196172984,lambda.min
Raequan Williams,Rusher,0.05589072048299657,lambda.min
Will Richardson Jr.,Blocker,0.05564260257928727,lambda.min
Ryan Bates,Blocker,0.054054928880303596,lambda.min
Kyle Peko,Rusher,0.05345209838485709,lambda.min
Jacob Phillips,Rusher,0.05324313393456416,lambda.min
Trent Brown,Blocker,0.052383365569372745,lambda.min
Mike Onwenu,Blocker,0.05232109277776968,lambda.min
Jordan Jenkins,Rusher,0.0522068706260161,lambda.min
Gabe Jackson,Blocker,0.051494106615254845,lambda.min
Quenton Nelson,Blocker,0.05140849349123028,lambda.min
Nick Harris,Blocker,0.05128503143425962,lambda.min
Jonah Jackson,Blocker,0.05116075854435439,lambda.min
Daryl Williams,Blocker,0.049632645719969726,lambda.min
Matt Paradis,Blocker,0.049122803851394496,lambda.min
Wes Martin,Blocker,0.04902385694017315,lambda.min
Ben Jones,Blocker,0.048190848448716406,lambda.min
Matt Skura,Blocker,0.047876662081759044,lambda.min
Brian O'Neill,Blocker,0.04676166733848376,lambda.min
La'El Collins,Blocker,0.046323468422614075,lambda.min
Michael Dwumfour,Rusher,0.045278362532953316,lambda.min
Trystan Colon,Blocker,0.0439911569204864,lambda.min
Tyler Biadasz,Blocker,0.043647889064217134,lambda.min
Cassius Marsh Sr.,Rusher,0.04364740954048999,lambda.min
Mason Cole,Blocker,0.042981761299932614,lambda.min
Mctelvin Agim,Rusher,0.041703024343625966,lambda.min
Ross Blacklock,Rusher,0.04166732454996718,lambda.min
Tashawn Bower,Rusher,0.038965904149669536,lambda.min
Jimmy Morrissey,Blocker,0.03880054153127522,lambda.min
Quinnen Williams,Rusher,0.03833873607863558,lambda.min
Rashard Lawrence,Rusher,0.03644782905707407,lambda.min
Brandon Brooks,Blocker,0.035724714933315443,lambda.min
James Carpenter,Blocker,0.03523199704208725,lambda.min
Landon Young,Blocker,0.03517202079189721,lambda.min
J.J. Watt,Rusher,0.03457072924161106,lambda.min
Jason Spriggs,Blocker,0.03456055587688218,lambda.min
Tyler Shatley,Blocker,0.03452640943180372,lambda.min
Cameron Fleming,Blocker,0.0340749168668605,lambda.min
Taylor Decker,Blocker,0.03397302658485547,lambda.min
Tommy Kraemer,Blocker,0.03344942704179352,lambda.min
Andrew Norwell,Blocker,0.03243708491320786,lambda.min
Dee Ford,Rusher,0.03222654006154255,lambda.min
Jc Tretter,Blocker,0.03203737069429616,lambda.min
Sam Eguavoen,Rusher,0.03121554157826932,lambda.min
Hassan Ridgeway,Rusher,0.03101026686258635,lambda.min
J.C. Hassenauer,Blocker,0.030285168612545987,lambda.min
Nick Allegretti,Blocker,0.030220327355695582,lambda.min
Cody Ford,Blocker,0.03017982338189086,lambda.min
Alexander Johnson,Rusher,0.03016811294397289,lambda.min
Derrick Nnadi,Rusher,0.02978042941330125,lambda.min
Jake Matthews,Blocker,0.029332702210972835,lambda.min
Jacob Martin,Rusher,0.029255649779154777,lambda.min
Matt Nelson,Blocker,0.02909785604348216,lambda.min
Damion Square,Rusher,0.028959704573557683,lambda.min
Blake Lynch,Rusher,0.02879914387394772,lambda.min
Justin Britt,Blocker,0.028775376082165488,lambda.min
Brian Allen,Blocker,0.028756694677171273,lambda.min
Romeo Okwara,Rusher,0.028257154672981538,lambda.min
Kenny Clark,Rusher,0.027574827972072804,lambda.min
Billy Turner,Blocker,0.026927208874571267,lambda.min
Brett Toth,Blocker,0.02688197758975329,lambda.min
Sam Tecklenburg,Blocker,0.025368442053679996,lambda.min
Drew Dalman,Blocker,0.025057159465708762,lambda.min
Jermaine Eluemunor,Blocker,0.02468897324382548,lambda.min
Chris Lindstrom,Blocker,0.024298443682542442,lambda.min
Tristan Wirfs,Blocker,0.024016497405977246,lambda.min
Quinn Bailey,Blocker,0.02279248081810854,lambda.min
Wes Schweitzer,Blocker,0.022202803402777204,lambda.min
Jon Feliciano,Blocker,0.022049610924001962,lambda.min
Austin Schlottmann,Blocker,0.021600661835991273,lambda.min
Kc Mcdermott,Blocker,0.0214783723563753,lambda.min
Jack Anderson,Blocker,0.02142582223356029,lambda.min
Blake Brandel,Blocker,0.021288325600158114,lambda.min
Lucas Niang,Blocker,0.02037760187906142,lambda.min
Patrick O'Connor,Rusher,0.020239290620280674,lambda.min
Joe Jackson,Rusher,0.020081268796524367,lambda.min
Cornelius Lucas,Blocker,0.019977400256872602,lambda.min
Matt Pryor,Blocker,0.019838909501231204,lambda.min
Quinton Jefferson,Rusher,0.01980995074597805,lambda.min
Fred Johnson,Blocker,0.019133728655243508,lambda.min
Coleman Shelton,Blocker,0.01890240848037336,lambda.min
Josh Myers,Blocker,0.018890135549922825,lambda.min
Isaiah Wynn,Blocker,0.0180803880199547,lambda.min
Genard Avery,Rusher,0.017562258262504328,lambda.min
Bryan Bulaga,Blocker,0.01669639321283518,lambda.min
Troy Reeder,Rusher,0.016615496552481807,lambda.min
Andre Smith,Blocker,0.016583850217255294,lambda.min
Trent Scott,Blocker,0.01655392985589883,lambda.min
Dante Fowler Jr.,Rusher,0.015741919411985664,lambda.min
Cam Robinson,Blocker,0.014576946649670117,lambda.min
Tyron Smith,Blocker,0.014452816835007546,lambda.min
Benson Mayowa,Rusher,0.014296805799513576,lambda.min
Landon Dickerson,Blocker,0.014133453236493537,lambda.min
Danny Isidora,Blocker,0.01373951634594925,lambda.min
Corey Levin,Blocker,0.01316142951862942,lambda.min
Jonah Williams,Blocker,0.01289015665049759,lambda.min
Demarcus Walker,Rusher,0.012034090295430025,lambda.min
Derrick Kelly,Blocker,0.01187759207024661,lambda.min
Demario Davis,Rusher,0.010964565859116452,lambda.min
Kevin Zeitler,Blocker,0.010946685935868672,lambda.min
Joe Thomas,Rusher,0.010595220472274236,lambda.min
Kevin Dotson,Blocker,0.01048747514492726,lambda.min
Anthony Walker Jr.,Rusher,0.010089340314629613,lambda.min
Robert Jones,Blocker,0.009999511396652297,lambda.min
Mike Remmers,Blocker,0.009858200782208705,lambda.min
Shane Lemieux,Blocker,0.00964082303575501,lambda.min
John Cominsky,Rusher,0.009496933103140847,lambda.min
Deonte Brown,Blocker,0.009454788792610677,lambda.min
Denzelle Good,Blocker,0.009158938631795465,lambda.min
Mark Glowinski,Blocker,0.0091289256331874985,lambda.min
Austin Calitro,Rusher,0.008972401440737918,lambda.min
Ryan Kelly,Blocker,0.008821818511982122,lambda.min
David Bakhtiari,Blocker,0.008659735571509316,lambda.min
Josh Wells,Blocker,0.0077863404087824516,lambda.min
Kyle Murphy,Blocker,0.007732407428736676,lambda.min
Keaton Sutherland,Blocker,0.0076237618040087985,lambda.min
Jake Hanson,Blocker,0.007392206834851209,lambda.min
Cody Barton,Rusher,0.007236355461236358,lambda.min
Jerome Baker,Rusher,0.007196958593916603,lambda.min
Ola Adeniyi,Rusher,0.006981881592835262,lambda.min
Jonathon Cooper,Rusher,0.006782560641064948,lambda.min
Andrew Dowell,Rusher,0.006744186386254127,lambda.min
Aaron Banks,Blocker,0.006487275878444767,lambda.min
John Simpson,Blocker,0.006397593055178893,lambda.min
Jamil Douglas,Blocker,0.006311083843795404,lambda.min
K'Lavon Chaisson,Rusher,0.006182879806182257,lambda.min
Star Lotulelei,Rusher,0.006157232970982918,lambda.min
Dalton Risner,Blocker,0.006044401153136437,lambda.min
Lester Cotton Sr.,Blocker,0.00590078545151696,lambda.min
Kentavius Street,Rusher,0.0057139923014912775,lambda.min
Vernon Butler,Rusher,0.005669115840393617,lambda.min
Joe Noteboom,Blocker,0.005330659950603826,lambda.min
Joseph Noteboom,Blocker,0.005278819117645148,lambda.min
Neville Gallimore,Rusher,0.005137424059811665,lambda.min
Rashaad Coward,Blocker,0.005071253094937819,lambda.min
Nate Herbig,Blocker,0.004921669717849166,lambda.min
Noah Dawkins,Rusher,0.0047526458776010975,lambda.min
Joshua Miles,Blocker,0.004680054122809625,lambda.min
Jake Brendel,Blocker,0.0046629247830396875,lambda.min
Jaryd Jones-Smith,Blocker,0.004659811344415262,lambda.min
Khaleke Hudson,Rusher,0.004651650845817429,lambda.min
Andre James,Blocker,0.004611092170212751,lambda.min
Ronnie Stanley,Blocker,0.004395579860776887,lambda.min
Jermaine Johnson II,Rusher,0.0042895321512710916,lambda.min
Hardy Nickerson,Rusher,0.00426489293394053,lambda.min
Raymond Johnson III,Rusher,0.0042186166385524485,lambda.min
Jake Zimmer,Rusher,0.004153953996016077,lambda.min
Bunmi Rotimi,Rusher,0.004006613340580289,lambda.min
Scott Daly,Blocker,0.0038274202240063913,lambda.min
Benning Potoa'E,Rusher,0.003689874826412116,lambda.min
Tyrel Dodson,Rusher,0.0035233870032044395,lambda.min
David Steinmetz,Blocker,0.0031140537939252115,lambda.min
Henry Mondeaux,Rusher,0.0029531918187742437,lambda.min
Cameron Tom,Blocker,0.0028914729811316707,lambda.min
David Edwards,Blocker,0.002832206143773615,lambda.min
Payton Turner,Rusher,0.0027393904516734378,lambda.min
Michael Jordan,Blocker,0.0027043149881509215,lambda.min
Sharif Finch,Rusher,0.0024708651353394714,lambda.min
Will Fries,Blocker,0.0023247597330763488,lambda.min
Vince Biegel,Rusher,0.002183346359044887,lambda.min
Myron Cunningham,Blocker,0.0020751928351248183,lambda.min
A.J. Cann,Blocker,0.0020509516210213616,lambda.min
Micah Kiser,Rusher,0.0019556239195680364,lambda.min
Taven Bryan,Rusher,0.0015680974692689961,lambda.min
Calvin Munson,Rusher,0.001550652802776404,lambda.min
Michael Pierce,Rusher,0.0014648382461560448,lambda.min
Stone Forsythe,Blocker,0.0014641074233448861,lambda.min
Patrick Johnson,Rusher,0.00143725172710075,lambda.min
Zach Banner,Blocker,0.0014289050590933644,lambda.min
La'Darius Hamilton,Rusher,0.0014041111354886574,lambda.min
Alex Singleton,Rusher,0.0013716198482667114,lambda.min
Dre Greenlaw,Rusher,0.0013691687934893546,lambda.min
Derrick Brown,Rusher,0.001333365993305356,lambda.min
Matt Farniok,Blocker,0.0011799316926843421,lambda.min
Dorian O'Daniel,Rusher,0.0011121083679921304,lambda.min
Christian Elliss,Rusher,0.0010324763119441626,lambda.min
Josh Woods,Rusher,7.820366347921007e-4,lambda.min
Attauyo Nsekhe,Blocker,7.147131097471416e-4,lambda.min
Jamin Davis,Rusher,7.035297906791303e-4,lambda.min
Nick Kwiatkoski,Rusher,6.984422259743253e-4,lambda.min
Brian Winters,Blocker,5.38890342106876e-4,lambda.min
Calvin Anderson,Blocker,-1.3592019883304496e-4,lambda.min
Harvey Langi,Rusher,-2.0966906236007197e-4,lambda.min
Jacoby Stevens,Rusher,-2.625091847827197e-4,lambda.min
Logan Stenberg,Blocker,-3.2362590004693403e-4,lambda.min
Daniel Archibong,Rusher,-4.0281308522384287e-4,lambda.min
Chapelle Russell,Rusher,-4.5580997458727693e-4,lambda.min
Nick Leverett,Blocker,-8.046363951375451e-4,lambda.min
Kevin Minter,Rusher,-8.996439063288335e-4,lambda.min
Ben Bartch,Blocker,-0.0010768357120992528,lambda.min
Josh Jones,Blocker,-0.0012060331346143652,lambda.min
Austin Blythe,Blocker,-0.0012280683722449576,lambda.min
Jon Toth,Blocker,-0.0012287162693159098,lambda.min
Derek Rivers,Rusher,-0.0013269711533307749,lambda.min
Derek Barnett,Rusher,-0.0014252605255751696,lambda.min
Ty Summers,Rusher,-0.0014596736783000766,lambda.min
Penei Sewell,Blocker,-0.0014724909796050706,lambda.min
Ben Braden,Blocker,-0.0015255612107312876,lambda.min
Rashad Weaver,Rusher,-0.0015875347982050527,lambda.min
Gerald McCoy,Rusher,-0.0016539826610531532,lambda.min
Lachavious Simmons,Blocker,-0.0018345478528077955,lambda.min
James Vaughters,Rusher,-0.0020360350198667075,lambda.min
Jordan Evans,Rusher,-0.0020807468990384414,lambda.min
DeAngelo Malone,Rusher,-0.0022117835463056454,lambda.min
Dennis Kelly,Blocker,-0.0022850169364781285,lambda.min
Jabril Cox,Rusher,-0.0022865894306307397,lambda.min
Za'Darius Smith,Rusher,-0.0023532806994195597,lambda.min
Trey Flowers,Rusher,-0.002388196549260372,lambda.min
Austin Corbett,Blocker,-0.002400715987500926,lambda.min
Darryl Johnson,Rusher,-0.0025133021587527967,lambda.min
Samuel Eguavoen,Rusher,-0.002584311824061997,lambda.min
Jordyn Brooks,Rusher,-0.0026501518072951508,lambda.min
Justin Lawler,Rusher,-0.0027973322122242456,lambda.min
Justin Zimmer,Rusher,-0.002829347608537064,lambda.min
Nate Orchard,Rusher,-0.0028615358803710206,lambda.min
Tyson Alualu,Rusher,-0.0028673526811325775,lambda.min
Anthony Levine Sr.,Rusher,-0.0028753113642822244,lambda.min
Daelin Hayes,Rusher,-0.002922280244300716,lambda.min
Chase Young,Rusher,-0.002969450738564033,lambda.min
Tyrell Adams,Rusher,-0.0030605851499451654,lambda.min
Grant Stuard,Rusher,-0.003090325718354717,lambda.min
Pita Taumoepenu,Rusher,-0.0031182120079106222,lambda.min
Dylan Cole,Rusher,-0.0033847241875077866,lambda.min
Josey Jewell,Rusher,-0.003406089462274057,lambda.min
Curtis Weaver,Rusher,-0.003614450643663871,lambda.min
Kyle Long,Blocker,-0.0036248683111447097,lambda.min
Michael Dogbe,Rusher,-0.003690197451940031,lambda.min
Marcus Henry,Blocker,-0.003731843047513652,lambda.min
Alex Mack,Blocker,-0.003983925664259476,lambda.min
Kwity Paye,Rusher,-0.0040074310107734365,lambda.min
Kristian Welch,Rusher,-0.004071642587820373,lambda.min
Maurice Hurst,Rusher,-0.004117182128354352,lambda.min
Julian Stanford,Rusher,-0.004303572925089073,lambda.min
Frank Herron,Rusher,-0.004533091484327155,lambda.min
Emmanuel Ellerbee,Rusher,-0.004545012290412618,lambda.min
Braxton Hoyett,Rusher,-0.004767291806750087,lambda.min
Keandre Jones,Rusher,-0.004780763052479337,lambda.min
Otito Ogbonnia,Rusher,-0.004845959408088296,lambda.min
Bobby Massie,Blocker,-0.004992805372494934,lambda.min
Will Hernandez,Blocker,-0.005010206950919219,lambda.min
Caleb Johnson,Rusher,-0.005064127932858648,lambda.min
Jashon Cornell,Rusher,-0.00520589323373602,lambda.min
Adam Pankey,Blocker,-0.00533504816823211,lambda.min
Kamal Martin,Rusher,-0.005368460462652143,lambda.min
Joshua Kaindoh,Rusher,-0.005431546056800841,lambda.min
Prince Tega Wanogho,Blocker,-0.005526656579411104,lambda.min
Will Bradley-King,Rusher,-0.005718191044402746,lambda.min
Austin Faoliu,Rusher,-0.005815730275163756,lambda.min
Ulysees Gilbert III,Rusher,-0.005819413410978549,lambda.min
Delontae Scott,Rusher,-0.00591958752760622,lambda.min
Jay Tufele,Rusher,-0.006572627451707877,lambda.min
Eddie Yarbrough,Rusher,-0.0067221753844893,lambda.min
Garret Wallow,Rusher,-0.0067742525281107475,lambda.min
Jahlani Tavai,Rusher,-0.006815902068609738,lambda.min
Khalil Davis,Rusher,-0.007098312444296156,lambda.min
Nathan Landman,Rusher,-0.0071500673020903184,lambda.min
Charles Snowden,Rusher,-0.007224376838784515,lambda.min
Darius Hodges,Rusher,-0.00733564452153676,lambda.min
Tanner Vallejo,Rusher,-0.007531528682039797,lambda.min
Jonathan Bostic,Rusher,-0.007698438421061313,lambda.min
Deatrich Wise Jr.,Rusher,-0.007705422511687005,lambda.min
Terron Armstead,Blocker,-0.007772965020566992,lambda.min
Andrew Brown,Rusher,-0.007867057722010566,lambda.min
Jonathan Ledbetter,Rusher,-0.007938496455231286,lambda.min
Zach Allen,Rusher,-0.007950581711426402,lambda.min
Joe Bachie,Rusher,-0.008086943999505807,lambda.min
Ethan Westbrooks,Rusher,-0.008410752028078151,lambda.min
Marquel Lee,Rusher,-0.008450635868738503,lambda.min
Cam Brown,Rusher,-0.008458122037133298,lambda.min
Brandon Knight,Blocker,-0.008497634743137382,lambda.min
Cortez Broughton,Rusher,-0.008536572676640413,lambda.min
Andrew Whitworth,Blocker,-0.00853768286571445,lambda.min
Chauncey Rivers,Rusher,-0.008592697237647919,lambda.min
Zach Sieler,Rusher,-0.008602658835246385,lambda.min
Ndamukong Suh,Rusher,-0.008670109467565494,lambda.min
Kyle Phillips,Rusher,-0.008699734116919993,lambda.min
Parker Ehinger,Blocker,-0.008866745649968243,lambda.min
Luke Gifford,Rusher,-0.008897969348840531,lambda.min
Blake Cashman,Rusher,-0.008948238845378514,lambda.min
Robert Hainsey,Blocker,-0.009005206051105958,lambda.min
Marcus Allen,Rusher,-0.009315737746929328,lambda.min
Akeem Davis-Gaither,Rusher,-0.009372986949354874,lambda.min
Nick Martin,Blocker,-0.009382058242856177,lambda.min
Noah Spence,Rusher,-0.00964206327788928,lambda.min
Isaiah Williams,Blocker,-0.009766022648932615,lambda.min
Duke Riley,Rusher,-0.009773975973023617,lambda.min
Lavonte David,Rusher,-0.009793594442356699,lambda.min
Danny Trevathan,Rusher,-0.009813884567026884,lambda.min
Kevin Pierre-Louis,Rusher,-0.009940225583805343,lambda.min
Freedom Akinmoladun,Rusher,-0.010124886297142238,lambda.min
Myles Adams,Rusher,-0.010266754018893941,lambda.min
Broderick Washington,Rusher,-0.010273802504624613,lambda.min
Billy Price,Blocker,-0.01034261950476451,lambda.min
Carter Coughlin,Rusher,-0.010390630925577344,lambda.min
Ike Boettger,Blocker,-0.010416872596485709,lambda.min
Jihad Ward,Rusher,-0.01043270657331573,lambda.min
Reginald Mckenzie,Rusher,-0.010494948372815591,lambda.min
David Moa,Rusher,-0.010762132832665253,lambda.min
Blake Martinez,Rusher,-0.010805610771205641,lambda.min
Travin Howard,Rusher,-0.01097339926358743,lambda.min
Clay Johnston,Rusher,-0.01100789963025443,lambda.min
Azur Kamara,Rusher,-0.011399702738023959,lambda.min
Marvin Wilson,Rusher,-0.011542172881047127,lambda.min
Akeem Spence,Rusher,-0.011642045703447111,lambda.min
Kahlil Mckenzie,Rusher,-0.011804489852411448,lambda.min
Alex Barshaba,Blocker,-0.011887869738319762,lambda.min
Ledarius Mack,Rusher,-0.01194853844031912,lambda.min
E.J. Speed,Rusher,-0.012163172339422252,lambda.min
Nick Thurman,Rusher,-0.012259416625876516,lambda.min
Bradley Chubb,Rusher,-0.01234708484799522,lambda.min
Aaron Patrick,Rusher,-0.013051003914640934,lambda.min
Xavier Williams,Rusher,-0.013064535310446317,lambda.min
Woodrow Hamilton,Rusher,-0.01318228354368443,lambda.min
Bradlee Anae,Rusher,-0.01327872359546825,lambda.min
Brandon Graham,Rusher,-0.013745754266374654,lambda.min
Emeke Egbule,Rusher,-0.01378522537315966,lambda.min
Tyler Matakevich,Rusher,-0.0146125760383242,lambda.min
Hamilcar Rashed Jr.,Rusher,-0.014755262533116115,lambda.min
Nick Niemann,Rusher,-0.015004297919259337,lambda.min
Marquiss Spencer,Rusher,-0.015019419954461221,lambda.min
Bobby Brown III,Rusher,-0.015150504336542137,lambda.min
Jesse Davis,Blocker,-0.015197662504275455,lambda.min
Abdullah Anderson,Rusher,-0.015494343977775644,lambda.min
Eric Banks,Rusher,-0.015498372624841534,lambda.min
Dawuane Smoot,Rusher,-0.015506333029980949,lambda.min
Malik Harrison,Rusher,-0.015656436589190553,lambda.min
Benardrick Mckinney,Rusher,-0.015709026255790504,lambda.min
Nick Dzubnar,Rusher,-0.01573718362610131,lambda.min
Monty Rice,Rusher,-0.016194795153141477,lambda.min
Christian Jones,Rusher,-0.01625634321903444,lambda.min
John Simon,Rusher,-0.016303067921936608,lambda.min
Henry Anderson,Rusher,-0.016397633973463294,lambda.min
Eric Wilson,Rusher,-0.016412512151193673,lambda.min
Vita Vea,Rusher,-0.016485475724260495,lambda.min
Curtis Robinson,Rusher,-0.01664544052197538,lambda.min
Orlando Brown,Blocker,-0.016719043374178857,lambda.min
Sean Harlow,Blocker,-0.01671946917314907,lambda.min
"David Long, Jr.",Rusher,-0.016798212636707915,lambda.min
Bilal Nichols,Rusher,-0.016908617947309197,lambda.min
A.J. Johnson,Rusher,-0.01691090298719755,lambda.min
Anthony Pittman,Rusher,-0.016971912795284795,lambda.min
Ron'Dell Carter,Rusher,-0.017273837139700966,lambda.min
Vincent Taylor,Rusher,-0.017458215443660233,lambda.min
Zack Baun,Rusher,-0.017475995384695762,lambda.min
Max Scharping,Blocker,-0.0177413751792497,lambda.min
Casey Tucker,Blocker,-0.01775240795616628,lambda.min
Devin White,Rusher,-0.017999323475868897,lambda.min
Jamien Sherwood,Rusher,-0.018313424508692805,lambda.min
Kylie Fitts,Rusher,-0.0183647891723643,lambda.min
Lloyd Cushenberry III,Blocker,-0.018491926157276,lambda.min
Kendal Vickers,Rusher,-0.01850652028894674,lambda.min
Wyatt Ray,Rusher,-0.018581733425634468,lambda.min
Carl Granderson,Rusher,-0.018585967650837698,lambda.min
Frankie Luvu,Rusher,-0.01881932906188477,lambda.min
Joe Walker,Rusher,-0.018882857936282527,lambda.min
Cole Toner,Blocker,-0.01891413402203436,lambda.min
Shaun Bradley,Rusher,-0.01893975773671911,lambda.min
Jack Heflin,Rusher,-0.0192527322862387,lambda.min
Del'Shawn Phillips,Rusher,-0.019342465680216758,lambda.min
Forrest Merrill,Rusher,-0.019808879465043155,lambda.min
Bruce Hector,Rusher,-0.02000452685308016,lambda.min
Takkarist Mckinley,Rusher,-0.020075817106653914,lambda.min
Kyle Van Noy,Rusher,-0.020195222329710452,lambda.min
T.Y. Mcgill,Rusher,-0.020366116079906817,lambda.min
Will Clapp,Blocker,-0.021508521286303723,lambda.min
Caraun Reid,Rusher,-0.021524247424256564,lambda.min
Carlos Basham Jr.,Rusher,-0.021758441285104596,lambda.min
Julian Okwara,Rusher,-0.022153306105114935,lambda.min
Jordan Smith,Rusher,-0.022232129922198387,lambda.min
Elijah Lee,Rusher,-0.022238445470633486,lambda.min
Matt Milano,Rusher,-0.022386634570112456,lambda.min
Jeremiah Owusu-Koramoah,Rusher,-0.0225124824890549,lambda.min
Sione Takitaki,Rusher,-0.022521234804989923,lambda.min
Jerry Tillery,Rusher,-0.022693941858394177,lambda.min
Aaron James Klein,Rusher,-0.022723886833302988,lambda.min
Brandin Bryant,Rusher,-0.02291622056028062,lambda.min
Dillon Radunz,Blocker,-0.022997525495714835,lambda.min
Roy Robertson-Harris,Rusher,-0.023090009108158067,lambda.min
Clelin Ferrell,Rusher,-0.0231110107452641,lambda.min
Zaire Franklin,Rusher,-0.023191531613105644,lambda.min
Jackson Barton,Blocker,-0.02319217246512843,lambda.min
Hamsah Nasirildeen,Rusher,-0.023273796849377755,lambda.min
Ladarius Hamilton,Rusher,-0.023391378596887346,lambda.min
Justin Murray,Blocker,-0.02339973734687834,lambda.min
Doug Costin,Rusher,-0.02378538308376447,lambda.min
Jordan Mailata,Blocker,-0.02402695247337216,lambda.min
Greg Gaines,Rusher,-0.024129746095221206,lambda.min
Austin Reiter,Blocker,-0.024213322352897186,lambda.min
James Ferentz,Blocker,-0.024428508114840167,lambda.min
Mack Wilson Sr.,Rusher,-0.02447806824588889,lambda.min
Victor Dimukeje,Rusher,-0.02464059234491401,lambda.min
David Mayo,Rusher,-0.024662302036486696,lambda.min
Lerentee Mccray,Rusher,-0.02489915772589041,lambda.min
Oren Burks,Rusher,-0.025177250816517182,lambda.min
Tyler Shelvin,Rusher,-0.025204049973267625,lambda.min
Tarron Jackson,Rusher,-0.02562926961675931,lambda.min
Jack Conklin,Blocker,-0.0257325673099809,lambda.min
Dalvin Tomlinson,Rusher,-0.0260161391775917,lambda.min
Pete Werner,Rusher,-0.026456993798217726,lambda.min
Andrus Peat,Blocker,-0.026660047992835827,lambda.min
Ed Oliver,Rusher,-0.02669649201332796,lambda.min
Sam Kamara,Rusher,-0.026793523949376515,lambda.min
Joseph Jones,Rusher,-0.026806124357959763,lambda.min
Alijah Vera-Tucker,Blocker,-0.026874741344221034,lambda.min
Trent Harris,Rusher,-0.027669245282705146,lambda.min
Jerry Hughes,Rusher,-0.027834319108042332,lambda.min
Chris Williams,Rusher,-0.027840697477135603,lambda.min
Dakota Allen,Rusher,-0.028127275347161536,lambda.min
Cesar Ruiz,Blocker,-0.02832250282619139,lambda.min
Chase Roullier,Blocker,-0.028727206200302984,lambda.min
Yasir Durant,Blocker,-0.028765562288675703,lambda.min
Zaven Collins,Rusher,-0.02884927803297388,lambda.min
Shaquille Quarterman,Rusher,-0.028998170867975334,lambda.min
Jonathan Marshall,Rusher,-0.02911895201321034,lambda.min
Justin Madubuike,Rusher,-0.02915364767766232,lambda.min
Troy Dye,Rusher,-0.029373653662396047,lambda.min
Spencer Brown,Blocker,-0.029667661012113274,lambda.min
Trysten Hill,Rusher,-0.02979977558829523,lambda.min
Fred Warner,Rusher,-0.030108853592680652,lambda.min
D.J. Wonnum,Rusher,-0.03012860023694858,lambda.min
Jonathan Harris,Rusher,-0.030579295428413755,lambda.min
Mike Daniels,Rusher,-0.030787057727668904,lambda.min
Adam Gotsis,Rusher,-0.031050451993746578,lambda.min
Willie Gay,Rusher,-0.031472783547085464,lambda.min
