player_name,role,mean_score,sd_score,q025,q25,q50,q75,q975,n_boot,observed_score,played_this_week,week_index,week_label,week_num,week_source,cumulative_games,cumulative_rows,iterations,fixed_lambda,bootstrap_scope
Damien Lewis,Blocker,0.11578318140418367,0.14480745405326007,0,0,0,0.19888873824650302,0.44116895449513566,100,0.2168088996830238,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
J.C. Tretter,Blocker,0.11464213706123212,0.14170083790703594,0,0,0,0.21500671497421758,0.4256708546099675,100,0.2408414030530432,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Brandon Shell,Blocker,0.11447195988918189,0.15321754353442812,0,0,0,0.1729638146277579,0.4915346562466494,100,0.1934810223517794,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Andrew Thomas,Blocker,0.11276892220339778,0.13155126007976062,0,0,0,0.21247266965868108,0.34048774954949773,100,0.22770230381045356,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Pat Elflein,Blocker,0.11272049139609921,0.12882540267234366,0,0,0,0.21071502951919274,0.3601425861916311,100,0.23133782646103185,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Joe Thuney,Blocker,0.112599604927097,0.13348261756808139,0,0,0,0.22581524733190012,0.3736314964363425,100,0.24875540289064102,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Isaiah Wynn,Blocker,0.11205075051957804,0.13598149449852082,0,0,0,0.21043617189848418,0.3601581159409226,100,0.23241099166309204,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Xavier Su'A-Filo,Blocker,0.11096678380615523,0.12843073128655422,0,0,0,0.2274982497745593,0.35140627002241553,100,0.18624606699076016,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Bryan Bulaga,Blocker,0.11023326649198437,0.13158652708266952,0,0,0,0.17495785781451062,0.4050334023015916,100,0.18576993938607828,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
David Andrews,Blocker,0.1089922501742863,0.13077988027122198,0,0,0,0.20928221325547014,0.3387717644990266,100,0.232045661651837,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Cameron Erving,Blocker,0.10844056964940976,0.12782817044823871,0,0,0,0.1904655417619555,0.38049678348962857,100,0.21241320339654418,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Germain Ifedi,Blocker,0.10801301289654426,0.13810160023839296,0,0,0,0.24117178901350095,0.37011027455749795,100,0.26566345567459987,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Shaq Mason,Blocker,0.1051087889105387,0.1270524008215803,0,0,0,0.19874013771089227,0.33375320261974595,100,0.22053684093619633,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Trey Smith,Blocker,0.1049630183939992,0.12327263420367843,0,0,0,0.21399427360499462,0.3337763680473456,100,0.23445816179207046,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Halapoulivaati Vaitai,Blocker,0.10405352522832471,0.14084838048720738,0,0,0,0.1801099762261235,0.3738383139690101,100,0.2049246542342071,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Jedrick Wills Jr.,Blocker,0.10329632538822633,0.1334007080717772,0,0,0,0.1824312445705294,0.43054830831795576,100,0.1972224836732635,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Brandon Linder,Blocker,0.10229711576546836,0.11287030811841245,0,0,0,0.17682823470418307,0.304758647689542,100,0.18937399132201818,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Larry Borom,Blocker,0.10195603762895082,0.12924126463452218,0,0,0,0.23072035586969913,0.3351773427150644,100,0.24065988755868487,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Mike Onwenu,Blocker,0.10169779675862115,0.12254872204419041,0,0,0,0.19421707547814404,0.3190175331206701,100,0.2164471767138901,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Matt Paradis,Blocker,0.10113060642472003,0.1154431298143032,0,0,0,0.19115286275917479,0.3207810158836206,100,0.21145400118323165,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Kyle Fuller,Blocker,0.10047788959737777,0.1277893646428164,0,0,0,0.1668001106351237,0.39740282634633806,100,0.18163943038980793,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Charles Leno Jr.,Blocker,0.0997648229376991,0.125244343637889,0,0,0,0.14553837011341764,0.4040930638708308,100,0.16128563793446513,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Morgan Moses,Blocker,0.09810982414087943,0.11907391056147702,0,0,0,0.16147601033790843,0.3797565513264878,100,0.173123124760437,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Chukwuma Okorafor,Blocker,0.09701967391992124,0.1260497699197937,0,0,0,0.2022446999621659,0.340507548320231,100,0.22146690715931538,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Trent Williams,Blocker,0.09656219402220897,0.12497087200047557,0,0,0,0.184393852602607,0.3266518305021581,100,0.19950367145237533,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Matt Peart,Blocker,0.09621600756810707,0.12340442150651518,0,0,0,0.14678767997807496,0.358611979846068,100,0.15482349408688084,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Jermaine Eluemunor,Blocker,0.09495029117158091,0.10854994026109321,0,0,0,0.16759616264093813,0.2847821703806016,100,0.18553203990313116,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Sam Mustipher,Blocker,0.09424609487614968,0.12082950390994204,0,0,0,0.2101781406454471,0.3242446886958319,100,0.23008725235954383,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Kolton Miller,Blocker,0.09244838276948435,0.12392825934655852,0,0,0,0.1365294900747595,0.354691360174431,100,0.17035364546972592,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Trent Brown,Blocker,0.08786301039181017,0.10246278575777709,0,0,0,0.17501532736789582,0.2565464155763567,100,0.17827619786071422,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Tyre Phillips,Blocker,0.0872412100428341,0.0999101738548138,0,0,0,0.15121604908803393,0.2618574737291684,100,0.16462453292039098,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Creed Humphrey,Blocker,0.08449794057055007,0.1028428299177226,0,0,0,0.16360214056078448,0.3053324476565393,100,0.19189097697281987,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Justin Herron,Blocker,0.08420668864458232,0.10241471300218316,0,0,0,0.15755332636900218,0.271630973409681,100,0.17387248181306111,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Laremy Tunsil,Blocker,0.08187837902929058,0.09592996102411468,0,0,0,0.12980541630785036,0.2900812384210766,100,0.14921573573819463,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Dion Dawkins,Blocker,0.08170063106477221,0.12184935113338609,0,0,0,0.1346999876399464,0.3724027137720899,100,0.1632611608594587,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Drew Dalman,Blocker,0.08123329738118412,0.1041516045082946,0,0,0,0.11603039436552501,0.32870528645751507,100,0.12241640838751813,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Josh Jones,Blocker,0.08068841428002103,0.11829377653888737,0,0,0,0.24708889426613545,0.26095076484531565,100,0.27234538023998567,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Elgton Jenkins,Blocker,0.08058485011591124,0.11169598826364234,0,0,0,0.1559471181562842,0.3301797598295989,100,0.1766545052435194,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Josh Myers,Blocker,0.08058017033374407,0.1107587007035952,0,0,0,0.1626089429099496,0.3167427692048215,100,0.18637249755990828,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Geron Christian Sr.,Blocker,0.08001826644127677,0.08948615804829575,0,0,0,0.12866188975328596,0.2544824816617394,100,0.13775679061215634,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Duane Brown,Blocker,0.07988258429837258,0.10023195224608594,0,0,0,0.13870217352358055,0.3018555009372893,100,0.15457333917736457,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Riley Reiff,Blocker,0.07908981050313345,0.09640431254792205,0,0,0,0.16822845979270723,0.2731242818387979,100,0.12422642763388886,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Trey Pipkins III,Blocker,0.07875353239190791,0.09036930459226315,0,0,0,0.1305001732026912,0.2647171561816764,100,0.13266585406962547,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
David Quessenberry,Blocker,0.07655407971799723,0.11247218863806606,0,0,0,0.23210704290553955,0.255728778666143,100,0.27767614974212296,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Rob Havenstein,Blocker,0.07641008358451581,0.09853088511475952,0,0,0,0.1667370720954009,0.273419858199417,100,0.1908159266827475,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Jawaan Taylor,Blocker,0.07640206187477314,0.09080646152354652,0,0,0,0.12060864623566393,0.2776009722428793,100,0.13937450878862173,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Lucas Patrick,Blocker,0.07458235794458765,0.10328421722599412,0,0,0,0.14749291374633533,0.3008972964305123,100,0.1692551456697538,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Jonah Williams,Blocker,0.07447190558999658,0.09347603793559914,0,0,0,0.16308510186420658,0.27020844998942173,100,0.11308077418607315,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Austin Corbett,Blocker,0.07195213157669117,0.09167889621995436,0,0,0,0.16122237915909915,0.24288415013793668,100,0.18259503947864536,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
D.J. Humphries,Blocker,0.07029342604395854,0.1031573656739884,0,0,0,0.21436872516467337,0.2312332281505449,100,0.24708436330803116,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Cody Ford,Blocker,0.07017183280968098,0.09771234320766686,0,0,0,0.12810943381131334,0.2861443394886045,100,0.1580269633625827,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Shane Lemieux,Blocker,0.06986651593464169,0.08383900991104169,0,0,0,0.12315081093830994,0.22600081539646813,100,0.13194134633829452,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
James Daniels,Blocker,0.0674151822173256,0.09268237717166791,0,0,0,0.13373719353594962,0.2791013908741149,100,0.15935958960240815,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Ryan Kelly,Blocker,0.06669183918960343,0.09082644257788103,0,0,0,0.10948679009004106,0.3021217470414027,100,0.13442121214394073,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Ronnie Stanley,Blocker,0.06463133334214866,0.08836748616441414,0,0,0,0.09395600155676068,0.2561355481124336,100,0.12397428904611588,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Netane Muti,Blocker,0.06457064243819197,0.0740074947385223,0,0,0,0.12390016436896799,0.18163845328930117,100,0.12505655851043562,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Brian Allen,Blocker,0.06450635371506508,0.08327992430460986,0,0,0,0.1431975988794404,0.22688724494610546,100,0.166659183628269,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Jesse Davis,Blocker,0.06384506355136936,0.08727117261097804,0,0,0,0.10271069025304744,0.2508716769991071,100,0.12861132770582062,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Ryan Ramczyk,Blocker,0.062133779566049166,0.09201286652924334,0,0,0,0.10630324722416616,0.289977364236383,100,0.13541076413624448,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Kaleb McGary,Blocker,0.05910292183454211,0.07763782455821441,0,0,0,0.09622257854606737,0.23541622654802447,100,0.11588608993024282,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Trai Turner,Blocker,0.05414836498011242,0.07219854851759118,0,0,0,0.10662850592152147,0.20061467291243135,100,0.12279648648072984,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Cesar Ruiz,Blocker,0.05375664763165158,0.07809546938343981,0,0,0,0.10180535725705253,0.23292773298225883,100,0.13524006141802564,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Kelvin Beachum,Blocker,0.052948284048534966,0.0776902085142018,0,0,0,0.16070366493634092,0.1747738368694878,100,0.18540823847390075,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Kevin Dotson,Blocker,0.05216125193753264,0.07530540874779702,0,0,0,0.090168914421803,0.2241143526388723,100,0.10764107936457024,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
David Edwards,Blocker,0.05212104300002703,0.06748026663843015,0,0,0,0.11683307718221264,0.18287879936023682,100,0.13784311754895798,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Justin Pugh,Blocker,0.05208686520420567,0.0765716375292179,0,0,0,0.15581796301113543,0.17528435904902684,100,0.1932385388238218,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Andrew Whitworth,Blocker,0.05133299319666133,0.06656420452137746,0,0,0,0.11114805517227946,0.18552097336666062,100,0.13256451610248443,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Jason Kelce,Blocker,0.047650667938133856,0.060930703482315544,0,0,0,0.08981949835651865,0.179047550562148,100,0.10555707386780935,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Denzelle Good,Blocker,0.04692324757848558,0.05431422507744351,0,0,0,0.08208695443579354,0.1455515536867015,100,0.09114512151562336,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Yasir Durant,Blocker,0.044071717252066385,0.05540955050149859,0,0,0,0.07968093508879298,0.1507729196194001,100,0.0885722356775653,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Frank Ragnow,Blocker,0.04287873585475027,0.06127037478332806,0,0,0,0.08367190843612538,0.18247840615541816,100,0.11161319393928526,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Kendrick Green,Blocker,0.04220228709290091,0.05985956777480067,0,0,0,0.07515185525607482,0.17556209503272577,100,0.09226255616815705,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Kevin Zeitler,Blocker,0.0408412721561154,0.05640346858205569,0,0,0,0.06586547224952735,0.1710520174194144,100,0.08931387125456475,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Justin Murray,Blocker,0.03633703636488175,0.05339032745464345,0,0,0,0.10847673444489941,0.1229441562658367,100,0.13244681908606626,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Mike Remmers,Blocker,0.035833100262571756,0.04366708448259864,0,0,0,0.06758372932966389,0.1326905750388876,100,0.06907130124506294,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Laken Tomlinson,Blocker,0.03227959593733891,0.05529713818694301,0,0,0,0.03707979691392431,0.157811206573757,100,0.06022795847599677,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Andre James,Blocker,0.02862272330485661,0.04824063840022178,-0.008365412280525229,0,0,0.04374317235340426,0.14754286137534334,100,0.07387284901790842,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Terron Armstead,Blocker,0.027893451133627598,0.06036975932969624,-0.016103959253303587,0,0,0.011676467712821964,0.2091815643956647,100,0.04199710309897123,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Daniel Brunskill,Blocker,0.026263326147486703,0.039882820579577434,0,0,0,0.04267228669097458,0.11611190760856852,100,0.060878830958556535,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Brandon Brooks,Blocker,0.02570502110594014,0.04581509167503532,-0.009767659750514922,0,0,0.029065308321349043,0.14630649062084464,100,0.04923515458958233,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Ike Boettger,Blocker,0.025219152563885336,0.041445007655992044,0,0,0,0.034156198955163475,0.13150415732146326,100,0.042157450138711666,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Justin Britt,Blocker,0.02355228025983641,0.04772220146682644,-0.018824706913712887,0,0,0.024071252016175645,0.14870395323302624,100,0.044851286542626295,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Logan Stenberg,Blocker,0.02270413067613118,0.02865630344377422,0,0,0,0.044087018526350455,0.06980734437961336,100,0.04439452427490293,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Nick Gates,Blocker,0.022541343553023365,0.03835117185953871,-0.0020534039649228145,0,0,0.03505200799639457,0.1198107311112614,100,0.06114733892865021,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Chase Roullier,Blocker,0.02142659857139351,0.03603604246641696,0,0,0,0.03018023215664889,0.13542806732189366,100,0.04325538939099258,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Ben Bredeson,Blocker,0.020463197701549397,0.029460075575183254,0,0,0,0.035025721244333036,0.08879752885697315,100,0.05276184929621848,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Ereck Flowers Sr.,Blocker,0.018451373012414472,0.0357543004677156,-0.012315503788676772,0,0,0.022459151388078497,0.12616291222453527,100,0.038043928644884595,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Mike Mcglinchey,Blocker,0.016664750565758602,0.030585735075659547,-0.00451385618374152,0,0,0.02285004081021902,0.09574466552201942,100,0.042234090029977245,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Trent Scott,Blocker,0.015767340818810933,0.0195487422120654,0,0,0,0.027174552960774888,0.0621163641081495,100,0.030819387361462877,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
John Simpson,Blocker,0.01517116310164751,0.03551251673853393,-0.028397363806850665,0,0,0.02050324247561352,0.1060681391050273,100,0.049105268825702014,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Alex Mack,Blocker,0.013240291121524793,0.03230333058196007,-0.022141687605116048,0,0,0.01087287406343012,0.09419500638693461,100,0.03349846313795879,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Andrus Peat,Blocker,0.011342907168077137,0.04035337677093217,-0.04667098805644086,0,0,0,0.12859657293105797,100,0.020020684736526934,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Robert Hunt,Blocker,0.01013236124155531,0.0314295915618391,-0.0273747182209597,0,0,0.0055111897949143875,0.07934797719464572,100,0.030784784865260734,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
Brian Winters,Blocker,0.009817622226028527,0.01459452289379259,0,0,0,0.0275988491356518,0.03507061975165725,100,0.040597646475586495,TRUE,1,01,1,lookup,15,9366,100,7.337467970651383e-5,weekly_cumulative_refit
